StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,DistrictName,DistrictType,NCESDistrictID,County,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,NewCasesCombined,NewCasesStudents,NewCasesStaff,NewCasesUnknown,TwoWeekPeriodStaffStudentCasesCombined,TwoWeekPeriodCasesStudents,TwoWeekPeriodCasesStaff,CumulativeCasesCombined,CumulativeCasesStudents,CumulativeCasesStaff,CumulativeCasesUnknown,ActiveCasesStaff,ActiveCasesStudents,ActiveCasesUnknown,ActiveCasesCombined
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,4/4/21,4/10/21,,8,0,,,,,,225,117,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,4/11/21,4/17/21,,7,1,,,,,,232,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,4/18/21,4/24/21,,1,0,,,,,,234,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,4/25/21,5/1/21,,1,0,,,,,,236,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,5/2/21,5/8/21,,4,0,,,,,,240,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,5/9/21,5/15/21,,2,0,,,,,,242,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,5/16/21,5/22/21,,0,0,,,,,,242,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,5/23/21,5/29/21,,5,0,,,,,,248,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,5/30/21,6/5/21,,0,0,,,,,,248,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,6/6/21,6/12/21,,0,0,,,,,,248,118,,,,,
Ohio,OH,District,#N/A,,,,Jackson Local,,3904985,Stark,Weekly,6/13/21,6/19/21,,0,0,,,,,,248,118,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,10/11/20,10/17/20,,3,0,,,,,,7,3,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,10/18/20,10/24/20,,0,1,,,,,,7,6,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,10/25/20,10/31/20,,1,1,,,,,,8,7,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,11/1/20,11/7/20,,6,1,,,,,,14,8,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,11/8/20,11/14/20,,16,1,,,,,,30,9,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,11/15/20,11/21/20,,18,7,,,,,,48,16,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,11/22/20,11/28/20,,8,7,,,,,,56,23,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,11/29/20,12/5/20,,30,2,,,,,,86,25,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,12/6/20,12/12/20,,17,9,,,,,,103,34,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,12/13/20,12/19/20,,16,9,,,,,,119,43,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,12/27/20,1/2/21,,7,1,,,,,,128,45,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,1/3/21,1/9/21,,29,5,,,,,,157,51,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,1/10/21,1/16/21,,0,0,,,,,,157,51,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,1/17/21,1/23/21,,11,2,,,,,,186,55,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,1/24/21,1/30/21,,0,0,,,,,,186,55,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,1/31/21,2/6/21,,4,0,,,,,,196,55,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,2/7/21,2/13/21,,3,1,,,,,,199,55,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,2/14/21,2/20/21,,3,1,,,,,,199,55,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,2/21/21,2/27/21,,1,2,,,,,,205,58,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,2/28/21,3/6/21,,4,0,,,,,,209,58,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,3/7/21,3/13/21,,3,0,,,,,,212,58,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,3/14/21,3/20/21,,3,0,,,,,,212,58,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,3/21/21,3/27/21,,5,1,,,,,,219,60,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,3/28/21,4/3/21,,0,0,,,,,,219,60,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,4/4/21,4/10/21,,6,1,,,,,,225,61,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,4/11/21,4/17/21,,3,0,,,,,,228,61,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,4/18/21,4/24/21,,2,1,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,4/25/21,5/1/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,5/2/21,5/8/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,5/9/21,5/15/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,5/16/21,5/22/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,5/23/21,5/29/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,5/30/21,6/5/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,6/6/21,6/12/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Lake Local (Stark),,3904986,Stark,Weekly,6/13/21,6/19/21,,0,0,,,,,,230,62,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,10/11/20,10/17/20,,0,0,,,,,,3,1,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,10/18/20,10/24/20,,0,1,,,,,,3,2,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,10/25/20,10/31/20,,3,1,,,,,,7,2,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,11/1/20,11/7/20,,5,2,,,,,,11,5,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,11/8/20,11/14/20,,10,0,,,,,,22,5,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,11/15/20,11/21/20,,4,2,,,,,,26,7,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,11/22/20,11/28/20,,0,0,,,,,,30,9,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,11/29/20,12/5/20,,2,2,,,,,,35,13,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,12/6/20,12/12/20,,7,3,,,,,,43,17,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,12/13/20,12/19/20,,4,1,,,,,,48,18,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,12/27/20,1/2/21,,0,0,,,,,,52,23,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,1/3/21,1/9/21,,1,3,,,,,,56,29,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,1/10/21,1/16/21,,0,0,,,,,,56,29,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,1/17/21,1/23/21,,2,1,,,,,,62,31,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,1/24/21,1/30/21,,0,0,,,,,,62,31,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,1/31/21,2/6/21,,6,1,,,,,,70,32,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,2/7/21,2/13/21,,3,2,,,,,,73,34,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,2/14/21,2/20/21,,3,2,,,,,,73,34,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,2/21/21,2/27/21,,3,1,,,,,,76,35,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,2/28/21,3/6/21,,0,0,,,,,,76,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,3/7/21,3/13/21,,0,0,,,,,,77,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,3/14/21,3/20/21,,0,0,,,,,,77,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,3/21/21,3/27/21,,0,0,,,,,,78,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,3/28/21,4/3/21,,0,0,,,,,,78,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,4/4/21,4/10/21,,0,0,,,,,,83,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,4/11/21,4/17/21,,1,0,,,,,,84,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,4/18/21,4/24/21,,0,0,,,,,,84,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,4/25/21,5/1/21,,1,0,,,,,,85,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,5/2/21,5/8/21,,0,0,,,,,,85,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,5/9/21,5/15/21,,0,0,,,,,,85,36,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,5/16/21,5/22/21,,0,1,,,,,,85,37,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,5/23/21,5/29/21,,0,0,,,,,,85,37,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,5/30/21,6/5/21,,0,0,,,,,,85,37,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,6/6/21,6/12/21,,0,0,,,,,,85,37,,,,,
Ohio,OH,District,#N/A,,,,Louisville City,,3904987,Stark,Weekly,6/13/21,6/19/21,,0,0,,,,,,85,37,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,10/11/20,10/17/20,,0,0,,,,,,2,1,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,10/18/20,10/24/20,,0,2,,,,,,2,3,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,10/25/20,10/31/20,,0,0,,,,,,2,3,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,11/1/20,11/7/20,,1,1,,,,,,3,4,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,11/8/20,11/14/20,,4,1,,,,,,7,5,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,11/15/20,11/21/20,,0,1,,,,,,7,6,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,11/22/20,11/28/20,,1,0,,,,,,8,6,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,11/29/20,12/5/20,,1,1,,,,,,9,7,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,12/6/20,12/12/20,,7,0,,,,,,16,7,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,12/13/20,12/19/20,,1,0,,,,,,17,7,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,12/27/20,1/2/21,,1,0,,,,,,19,7,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,1/3/21,1/9/21,,0,0,,,,,,19,7,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,1/10/21,1/16/21,,0,0,,,,,,19,7,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,1/17/21,1/23/21,,4,1,,,,,,24,8,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,1/24/21,1/30/21,,0,0,,,,,,24,8,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,1/31/21,2/6/21,,5,0,,,,,,35,9,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,2/7/21,2/13/21,,2,0,,,,,,37,9,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,2/14/21,2/20/21,,2,0,,,,,,37,9,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,2/21/21,2/27/21,,2,1,,,,,,44,10,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,2/28/21,3/6/21,,3,2,,,,,,48,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,3/7/21,3/13/21,,3,0,,,,,,51,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,3/14/21,3/20/21,,3,0,,,,,,51,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,3/21/21,3/27/21,,2,0,,,,,,54,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,3/28/21,4/3/21,,0,0,,,,,,54,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,4/4/21,4/10/21,,0,0,,,,,,54,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,4/11/21,4/17/21,,1,0,,,,,,56,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,4/18/21,4/24/21,,0,0,,,,,,56,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,4/25/21,5/1/21,,0,0,,,,,,57,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,5/2/21,5/8/21,,0,0,,,,,,58,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,5/9/21,5/15/21,,2,0,,,,,,60,12,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,5/16/21,5/22/21,,2,1,,,,,,62,13,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,5/23/21,5/29/21,,0,0,,,,,,62,13,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,5/30/21,6/5/21,,0,0,,,,,,62,13,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,6/6/21,6/12/21,,0,0,,,,,,62,13,,,,,
Ohio,OH,District,#N/A,,,,Marlington Local,,3904988,Stark,Weekly,6/13/21,6/19/21,,0,0,,,,,,62,13,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,10/11/20,10/17/20,,0,0,,,,,,4,6,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,10/18/20,10/24/20,,0,0,,,,,,4,6,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,10/25/20,10/31/20,,0,0,,,,,,4,6,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,11/1/20,11/7/20,,1,2,,,,,,5,8,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,11/8/20,11/14/20,,1,1,,,,,,6,9,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,11/15/20,11/21/20,,5,0,,,,,,11,9,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,11/22/20,11/28/20,,2,2,,,,,,13,11,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,11/29/20,12/5/20,,8,0,,,,,,21,11,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,12/6/20,12/12/20,,4,6,,,,,,25,17,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,12/13/20,12/19/20,,3,1,,,,,,28,18,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,12/27/20,1/2/21,,1,1,,,,,,29,21,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,1/3/21,1/9/21,,8,2,,,,,,37,23,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,1/10/21,1/16/21,,0,0,,,,,,37,23,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,1/17/21,1/23/21,,5,1,,,,,,48,27,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,1/24/21,1/30/21,,0,0,,,,,,48,27,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,1/31/21,2/6/21,,3,2,,,,,,60,38,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,2/7/21,2/13/21,,0,1,,,,,,60,39,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,2/14/21,2/20/21,,0,1,,,,,,60,39,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,2/21/21,2/27/21,,7,0,,,,,,68,41,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,2/28/21,3/6/21,,1,1,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,3/7/21,3/13/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,3/14/21,3/20/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,3/21/21,3/27/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,3/28/21,4/3/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,4/4/21,4/10/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,4/11/21,4/17/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,4/18/21,4/24/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,4/25/21,5/1/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,5/2/21,5/8/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,5/9/21,5/15/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,5/16/21,5/22/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,5/23/21,5/29/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,5/30/21,6/5/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,6/6/21,6/12/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Minerva Local,,3904989,Stark,Weekly,6/13/21,6/19/21,,0,0,,,,,,69,42,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,10/11/20,10/17/20,,1,0,,,,,,3,1,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,10/18/20,10/24/20,,0,0,,,,,,3,1,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,10/25/20,10/31/20,,1,1,,,,,,4,2,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,11/1/20,11/7/20,,5,2,,,,,,10,3,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,11/8/20,11/14/20,,3,0,,,,,,13,3,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,11/15/20,11/21/20,,5,2,,,,,,18,5,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,11/22/20,11/28/20,,15,7,,,,,,33,12,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,11/29/20,12/5/20,,20,0,,,,,,53,12,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,12/6/20,12/12/20,,3,2,,,,,,56,14,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,12/13/20,12/19/20,,3,8,,,,,,59,22,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,12/27/20,1/2/21,,2,6,,,,,,63,30,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,1/3/21,1/9/21,,1,1,,,,,,64,31,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,1/10/21,1/16/21,,0,0,,,,,,64,31,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,1/17/21,1/23/21,,1,2,,,,,,69,33,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,1/24/21,1/30/21,,0,0,,,,,,69,33,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,1/31/21,2/6/21,,0,1,,,,,,76,34,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,2/7/21,2/13/21,,2,0,,,,,,78,34,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,2/14/21,2/20/21,,2,0,,,,,,78,34,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,2/21/21,2/27/21,,2,0,,,,,,78,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,2/28/21,3/6/21,,2,0,,,,,,80,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,3/7/21,3/13/21,,0,0,,,,,,80,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,3/14/21,3/20/21,,0,0,,,,,,80,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,3/21/21,3/27/21,,0,0,,,,,,80,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,3/28/21,4/3/21,,1,0,,,,,,81,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,4/4/21,4/10/21,,2,0,,,,,,83,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,4/11/21,4/17/21,,1,0,,,,,,84,36,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,4/18/21,4/24/21,,1,2,,,,,,85,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,4/25/21,5/1/21,,4,0,,,,,,89,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,5/2/21,5/8/21,,7,0,,,,,,96,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,5/9/21,5/15/21,,2,0,,,,,,98,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,5/16/21,5/22/21,,0,0,,,,,,98,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,5/23/21,5/29/21,,0,0,,,,,,98,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,5/30/21,6/5/21,,0,0,,,,,,98,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,6/6/21,6/12/21,,0,0,,,,,,98,38,,,,,
Ohio,OH,District,#N/A,,,,Northwest Local (Stark),,3904990,Stark,Weekly,6/13/21,6/19/21,,0,0,,,,,,98,38,,,,,
Ohio,OH,District,#N/A,,,,Osnaburg Local,,3904991,Stark,Weekly,10/11/20,10/17/20,,0,0,,,,,,0,1,,,,,
Ohio,OH,District,#N/A,,,,Osnaburg Local,,3904991,Stark,Weekly,10/18/20,10/24/20,,0,0,,,,,,0,1,,,,,
Ohio,OH,District,#N/A,,,,Osnaburg Local,,3904991,Stark,Weekly,10/25/20,10/31/20,,1,1,,,,,,2,2,,,,,
Ohio,OH,District,#N/A,,,,Osnaburg Local,,3904991,Stark,Weekly,11/1/20,11/7/20,,0,0,,,,,,2,2,,,,,
Ohio,OH,District,#N/A,,,,Osnaburg Local,,3904991,Stark,Weekly,11/8/20,11/14/20,,3,2,,,,,,7,4,,,,,
Ohio,OH,District,#N/A,,,,Osnaburg Local,,3904991,Stark,Weekly,11/15/20,11/21/20,,0,0,,,,,,7,4,,,,,
