StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,1/25/21,1/31/21,In-person,In-person,In-person,Hybrid,,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,2/1/21,2/7/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,2/8/21,2/14/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,2/15/21,2/21/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,2/22/21,2/28/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,3/1/21,3/7/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,89,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,3/8/21,3/14/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,91,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,3/15/21,3/21/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,91,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,3/22/21,3/28/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,91,,,18.39,
Washington,WA,District,No,,,,,Almira School District,Regular local school district,5300090,22017,118,Weekly,3/29/21,4/4/21,In-person,In-person,In-person,In-person,,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,91,,,18.39,
