StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,EnrollmentTotal,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,8/9/20,8/15/20,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,8/16/20,8/22/20,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,8/23/20,8/29/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,8/30/20,9/5/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,9/6/20,9/12/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,9/13/20,9/19/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,9/20/20,9/26/20,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,9/27/20,10/3/20,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,10/4/20,10/10/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,10/11/20,10/17/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,10/18/20,10/24/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,10/25/20,10/31/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,11/1/20,11/7/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,11/8/20,11/14/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,11/15/20,11/21/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,11/22/20,11/28/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,11/29/20,12/5/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,12/6/20,12/12/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,12/13/20,12/19/20,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,12/20/20,12/26/20,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,12/27/20,1/2/21,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,1/3/21,1/9/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,1/10/21,1/16/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,1/17/21,1/23/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,1/24/21,1/30/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,1/31/21,2/6/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,2/7/21,2/13/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,2/14/21,2/20/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,2/21/21,2/27/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,2/28/21,3/6/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,3/7/21,3/13/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,3/14/21,3/20/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,3/21/21,3/27/21,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,3/28/21,4/3/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,4/4/21,4/10/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,4/11/21,4/17/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,4/18/21,4/24/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,4/25/21,5/1/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,5/2/21,5/8/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,5/9/21,5/15/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,5/16/21,5/22/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,5/23/21,5/29/21,686,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,5/30/21,6/5/21,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,6/6/21,6/12/21,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,Aberdeen District,Regular local school district,1600030,58,Weekly,6/13/21,6/19/21,686,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,8/9/20,8/15/20,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,8/16/20,8/22/20,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,8/23/20,8/29/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,8/30/20,9/5/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,9/6/20,9/12/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,9/13/20,9/19/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,9/20/20,9/26/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,9/27/20,10/3/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,10/4/20,10/10/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,10/11/20,10/17/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,10/18/20,10/24/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,10/25/20,10/31/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,11/1/20,11/7/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,11/8/20,11/14/20,1497,In-person,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,11/15/20,11/21/20,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,11/22/20,11/28/20,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,11/29/20,12/5/20,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,12/6/20,12/12/20,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,12/13/20,12/19/20,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,12/20/20,12/26/20,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,12/27/20,1/2/21,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,1/3/21,1/9/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,1/10/21,1/16/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,1/17/21,1/23/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,1/24/21,1/30/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,1/31/21,2/6/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,2/7/21,2/13/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,2/14/21,2/20/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,2/21/21,2/27/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,2/28/21,3/6/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,3/7/21,3/13/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,3/14/21,3/20/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,3/21/21,3/27/21,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,3/28/21,4/3/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,4/4/21,4/10/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,4/11/21,4/17/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,4/18/21,4/24/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,4/25/21,5/1/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,5/2/21,5/8/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,5/9/21,5/15/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,5/16/21,5/22/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,5/23/21,5/29/21,1497,Hybrid,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,5/30/21,6/5/21,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,6/6/21,6/12/21,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,No,,,,,American Falls Joint District,Regular local school district,1600060,381,Weekly,6/13/21,6/19/21,1497,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,8/9/20,8/15/20,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,8/16/20,8/22/20,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,8/23/20,8/29/20,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,8/30/20,9/5/20,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,9/6/20,9/12/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,9/13/20,9/19/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,9/20/20,9/26/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,9/27/20,10/3/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,10/4/20,10/10/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,10/11/20,10/17/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,10/18/20,10/24/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,10/25/20,10/31/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,11/1/20,11/7/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,11/8/20,11/14/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,11/15/20,11/21/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,11/22/20,11/28/20,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,11/29/20,12/5/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,12/6/20,12/12/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,12/13/20,12/19/20,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,12/20/20,12/26/20,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,12/27/20,1/2/21,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,1/3/21,1/9/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,1/10/21,1/16/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,1/17/21,1/23/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,1/24/21,1/30/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,1/31/21,2/6/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,2/7/21,2/13/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,2/14/21,2/20/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,2/21/21,2/27/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,2/28/21,3/6/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,3/7/21,3/13/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,3/14/21,3/20/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,3/21/21,3/27/21,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,3/28/21,4/3/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,4/4/21,4/10/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,4/11/21,4/17/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,4/18/21,4/24/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,4/25/21,5/1/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,5/2/21,5/8/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,5/9/21,5/15/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,5/16/21,5/22/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,5/23/21,5/29/21,446,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,5/30/21,6/5/21,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,6/6/21,6/12/21,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,American Heritage Charter School Inc.,Charter agency,1600162,482,Weekly,6/13/21,6/19/21,446,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,8/9/20,8/15/20,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,8/16/20,8/22/20,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,8/23/20,8/29/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,8/30/20,9/5/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,9/6/20,9/12/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,9/13/20,9/19/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,9/20/20,9/26/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,9/27/20,10/3/20,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,10/4/20,10/10/20,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,10/11/20,10/17/20,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,10/18/20,10/24/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,10/25/20,10/31/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,11/1/20,11/7/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,11/8/20,11/14/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,11/15/20,11/21/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,11/22/20,11/28/20,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,11/29/20,12/5/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,12/6/20,12/12/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,12/13/20,12/19/20,430,Virtual,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,12/20/20,12/26/20,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,12/27/20,1/2/21,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,1/3/21,1/9/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,1/10/21,1/16/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,1/17/21,1/23/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,1/24/21,1/30/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,1/31/21,2/6/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,2/7/21,2/13/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,2/14/21,2/20/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,2/21/21,2/27/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,2/28/21,3/6/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,3/7/21,3/13/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,3/14/21,3/20/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,3/21/21,3/27/21,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,3/28/21,4/3/21,430,Hybrid,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,4/4/21,4/10/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,4/11/21,4/17/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,4/18/21,4/24/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,4/25/21,5/1/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,5/2/21,5/8/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,5/9/21,5/15/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,5/16/21,5/22/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,5/23/21,5/29/21,430,In-person,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,5/30/21,6/5/21,430,Closed,,,,,,,,,,,,
Idaho,ID,District,Yes,,,,,"Anser of Idaho, Inc.",Charter agency,1600195,492,Weekly,6/6/21,6/12/21,430,Closed,,,,,,,,,,,,
