,Term,SchoolYear,county_fips,TeachingMethod,StudentMaskPolicy,useit,useit_ind
19522,Fall,2021-2022,20171,Full In-Person,Not required,1,0.875
19536,Fall,2021-2022,20179,Full In-Person,Not required,1,0.8333333333333334
19558,Fall,2021-2022,4009,Pending,,0,0.8558558558558559
19563,Fall,2021-2022,20057,Full In-Person,Not required,1,0.9
19595,Fall,2021-2022,20081,Full In-Person,Not required,1,0.875
19597,Fall,2021-2022,20105,Full In-Person,Not required,1,0.8
19651,Fall,2021-2022,20173,Full In-Person,Not required,1,0.8133333333333334
19694,Fall,2021-2022,39131,Full In-Person,Not required,1,0.8214285714285714
19695,Fall,2021-2022,47085,Full In-Person,Not required,1,0.8125
19696,Fall,2021-2022,36107,Full In-Person,Not required,1,0.8125
19735,Fall,2021-2022,20173,Full In-Person,Required all students,1,0.8133333333333334
19736,Fall,2021-2022,51840,Full In-Person,Not required,1,0.8181818181818182
19738,Fall,2021-2022,21049,Full In-Person,Not required,1,0.8181818181818182
19739,Fall,2021-2022,47051,Full In-Person,Not required,1,0.8181818181818182
19749,Fall,2021-2022,5043,Full In-Person,Not required,1,0.8269230769230769
19753,Fall,2021-2022,1093,Full In-Person,Not required,1,0.8522727272727273
19867,Fall,2021-2022,21223,Hybrid/Partial,Required all students,1,0.8026315789473685
19882,Fall,2021-2022,22015,Full In-Person,Not required,1,0.8181818181818182
19883,Fall,2021-2022,21157,Full In-Person,Not required,1,0.8088235294117647
19884,Fall,2021-2022,47139,Full In-Person,Not required,1,0.8181818181818182
19888,Fall,2021-2022,42037,Full In-Person,Not required,1,0.8070175438596491
19890,Fall,2021-2022,19159,Full In-Person,Not required,1,0.8539325842696629
19891,Fall,2021-2022,1085,Full In-Person,Not required,1,0.8035714285714286
19901,Fall,2021-2022,29163,Full In-Person,Required all students,1,0.810126582278481
19902,Fall,2021-2022,12049,Full In-Person,Required all students,1,0.8214285714285714
19904,Fall,2021-2022,51033,Full In-Person,Required all students,1,0.8333333333333334
19907,Fall,2021-2022,29163,Pending,,0,0.810126582278481
19908,Fall,2021-2022,12049,Pending,,0,0.8214285714285714
19910,Fall,2021-2022,51033,Pending,,0,0.8333333333333334
19929,Fall,2021-2022,39067,Full In-Person,Required all students,1,0.8166666666666667
19930,Fall,2021-2022,21221,Full In-Person,Required all students,1,1.0
19933,Fall,2021-2022,21149,Full In-Person,Required all students,1,0.8
19940,Fall,2021-2022,21237,Other,Required all students,0,0.875
19945,Fall,2021-2022,21181,Full In-Person,Required all students,1,0.8333333333333334
19950,Fall,2021-2022,13045,Full In-Person,Required all students,1,0.8
19952,Fall,2021-2022,21041,Full In-Person,Required all students,1,0.8125
19953,Fall,2021-2022,29033,Full In-Person,Required all students,1,0.8421052631578947
19954,Fall,2021-2022,39019,Full In-Person,Required all students,1,0.8378378378378378
19957,Fall,2021-2022,28015,Full In-Person,Required all students,1,0.8181818181818182
19965,Fall,2021-2022,47001,Hybrid/Partial,Required all students,1,0.8091603053435115
19978,Fall,2021-2022,53029,Hybrid/Partial,Required all students,1,0.8151260504201681
20009,Fall,2021-2022,48217,Full In-Person,Required all students,1,0.8013245033112583
20014,Fall,2021-2022,18129,Full In-Person,Required all students,1,0.8131868131868132
20092,Fall,2021-2022,17151,Full In-Person,Required all students,1,0.8333333333333334
20119,Fall,2021-2022,21191,Full In-Person,Required all students,1,0.8409090909090909
20142,Fall,2021-2022,4009,Full In-Person,Required all students,1,0.8558558558558559
20143,Fall,2021-2022,21073,Full In-Person,Required all students,1,0.8780487804878049
20145,Fall,2021-2022,18023,Full In-Person,Required all students,1,0.8539325842696629
20150,Fall,2021-2022,21073,Full In-Person,Required all students,1,0.8780487804878049
20152,Fall,2021-2022,18023,Full In-Person,Required all students,1,0.8539325842696629
20157,Fall,2021-2022,21073,Full In-Person,Not required,1,0.8780487804878049
20159,Fall,2021-2022,18023,Full In-Person,Not required,1,0.8539325842696629
20196,Fall,2021-2022,29027,Full In-Person,Required all students,1,0.8611111111111112
20200,Fall,2021-2022,21075,Full In-Person,Required all students,1,0.8125
20211,Fall,2021-2022,21209,Full In-Person,Required all students,1,0.8235294117647058
20213,Fall,2021-2022,45043,Full In-Person,Required all students,1,0.8235294117647058
20218,Fall,2021-2022,6017,Full In-Person,Required all students,1,0.8130841121495327
20225,Fall,2021-2022,28029,Full In-Person,Required all students,1,0.8253968253968254
20229,Fall,2021-2022,24029,Full In-Person,Required all students,1,0.8192771084337349
20248,Fall,2021-2022,21043,Full In-Person,Required all students,1,1.0
20256,Fall,2021-2022,20097,Full In-Person,Not required,1,0.8055555555555556
20257,Fall,2021-2022,22091,Full In-Person,Not required,1,0.8
20282,Fall,2021-2022,21091,Full In-Person,Required all students,1,1.0
20302,Fall,2021-2022,21075,Full In-Person,Not required,1,0.8125
20359,Fall,2021-2022,21133,Full In-Person,Required all students,1,1.0
20390,Fall,2021-2022,21085,Full In-Person,Required all students,1,0.875
20411,Fall,2021-2022,37151,Full In-Person,Not required,1,0.8035714285714286
20413,Fall,2021-2022,21045,Full In-Person,Not required,1,0.8214285714285714
20414,Fall,2021-2022,18161,Full In-Person,Not required,1,0.8214285714285714
20424,Fall,2021-2022,39097,Pending,,0,0.8125
20433,Fall,2021-2022,47009,Full In-Person,Not required,1,0.8314606741573034
20436,Fall,2021-2022,17025,Full In-Person,Not required,1,0.803030303030303
20443,Fall,2021-2022,47009,Full In-Person,Required all students,1,0.8314606741573034
20446,Fall,2021-2022,17025,Full In-Person,Required all students,1,0.803030303030303
20453,Fall,2021-2022,47009,Full In-Person,Unknown,1,0.8314606741573034
20456,Fall,2021-2022,17025,Full In-Person,Unknown,1,0.803030303030303
20523,Fall,2021-2022,21109,Full In-Person,Required all students,1,0.875
20526,Fall,2021-2022,5043,Full In-Person,Required all students,1,0.8269230769230769
20529,Fall,2021-2022,21231,Full In-Person,Required all students,1,0.8269230769230769
20533,Fall,2021-2022,13159,Full In-Person,Required all students,1,0.8269230769230769
20535,Fall,2021-2022,49037,Full In-Person,Required all students,1,0.8103448275862069
20536,Fall,2021-2022,28077,Full In-Person,Required all students,1,0.8214285714285714
20544,Fall,2021-2022,28001,Full In-Person,Not required,1,0.875
20548,Fall,2021-2022,21173,Hybrid/Partial,Required all students,1,0.95
20549,Fall,2021-2022,17009,Hybrid/Partial,Required all students,1,0.8076923076923077
20550,Fall,2021-2022,39097,Hybrid/Partial,Required all students,1,0.8125
20558,Fall,2021-2022,18129,Other,Required all students,0,0.8131868131868132
20561,Fall,2021-2022,48159,Other,Required all students,0,0.810126582278481
20563,Fall,2021-2022,13209,Other,Required all students,0,0.810126582278481
20564,Fall,2021-2022,1097,Other,Required all students,0,0.8181818181818182
20692,Fall,2021-2022,21153,Hybrid/Partial,Required all students,1,1.0
20703,Fall,2021-2022,47003,Other,Required all students,0,0.813953488372093
20707,Fall,2021-2022,21029,Full In-Person,Required all students,1,0.875
20748,Fall,2021-2022,6085,Other,Required all students,0,0.8018867924528302
20749,Fall,2021-2022,21137,Other,Required all students,0,0.8
20770,Fall,2021-2022,21239,Pending,,0,0.8
20775,Fall,2021-2022,17009,Pending,,0,0.8076923076923077
20777,Fall,2021-2022,18017,Full In-Person,Not required,1,0.9032258064516129
20806,Fall,2021-2022,21133,Full In-Person,Required all students,1,1.0
20807,Fall,2021-2022,13045,Full In-Person,Required all students,1,0.8
20828,Fall,2021-2022,21081,Pending,,0,0.8409090909090909
20832,Fall,2021-2022,21081,Full In-Person,Not required,1,0.8409090909090909
20834,Fall,2021-2022,51840,Full In-Person,Required all students,1,0.8181818181818182
20836,Fall,2021-2022,21049,Full In-Person,Required all students,1,0.8181818181818182
20837,Fall,2021-2022,47051,Full In-Person,Required all students,1,0.8181818181818182
20847,Fall,2021-2022,5043,Full In-Person,Required all students,1,0.8269230769230769
20848,Fall,2021-2022,22113,Other,Not required,0,0.8125
20849,Fall,2021-2022,45001,Other,Not required,0,0.8125
20850,Fall,2021-2022,13315,Other,Not required,0,0.8214285714285714
20851,Fall,2021-2022,1067,Other,Not required,0,0.85
20928,Fall,2021-2022,22015,Full In-Person,Required all students,1,0.8181818181818182
20929,Fall,2021-2022,21157,Full In-Person,Required all students,1,0.8088235294117647
20930,Fall,2021-2022,47139,Full In-Person,Required all students,1,0.8181818181818182
20934,Fall,2021-2022,42037,Full In-Person,Required all students,1,0.8070175438596491
20936,Fall,2021-2022,19159,Full In-Person,Required all students,1,0.8539325842696629
20937,Fall,2021-2022,1085,Full In-Person,Required all students,1,0.8035714285714286
20938,Fall,2021-2022,22117,Full In-Person,Not required,1,0.875
20946,Fall,2021-2022,37125,Full In-Person,Not required,1,0.8020833333333334
20951,Fall,2021-2022,13153,Full In-Person,Not required,1,0.835820895522388
20955,Fall,2021-2022,47081,Full In-Person,Not required,1,0.9375
20962,Fall,2021-2022,29179,Full In-Person,Not required,1,0.8636363636363636
20963,Fall,2021-2022,53039,Full In-Person,Not required,1,0.8484848484848485
20964,Fall,2021-2022,22087,Full In-Person,Not required,1,1.0
20971,Fall,2021-2022,47001,Pending,,0,0.8091603053435115
20984,Fall,2021-2022,53029,Pending,,0,0.8151260504201681
20995,Fall,2021-2022,18023,Full In-Person,Unknown,1,0.8539325842696629
21022,Fall,2021-2022,48217,Full In-Person,Required all students,1,0.8013245033112583
21025,Fall,2021-2022,8025,Full In-Person,Unknown,1,0.8125
21031,Fall,2021-2022,22005,Full In-Person,Not required,1,1.0
21065,Fall,2021-2022,22117,Full In-Person,Not required,1,0.875
21071,Fall,2021-2022,20097,Full In-Person,,1,0.8055555555555556
21072,Fall,2021-2022,22091,Full In-Person,,1,0.8
21089,Fall,2021-2022,22059,Full In-Person,Not required,1,1.0
21094,Fall,2021-2022,26113,Full In-Person,Not required,1,0.9166666666666666
21097,Fall,2021-2022,5031,Full In-Person,Unknown,1,0.8529411764705882
21099,Fall,2021-2022,13063,Full In-Person,Unknown,1,0.8235294117647058
21134,Fall,2021-2022,22115,Hybrid/Partial,Required all students,1,0.8571428571428571
21135,Fall,2021-2022,39019,Hybrid/Partial,Required all students,1,0.8378378378378378
21149,Fall,2021-2022,22093,Full In-Person,Required all students,1,0.8055555555555556
21166,Fall,2021-2022,32005,Pending,,0,0.8333333333333334
21217,Fall,2021-2022,22045,Full In-Person,Required all students,1,1.0
21245,Fall,2021-2022,47179,Full In-Person,Not required,1,0.8333333333333334
21247,Fall,2021-2022,22123,Full In-Person,Not required,1,0.9
21248,Fall,2021-2022,48257,Full In-Person,Not required,1,0.8194444444444444
21251,Fall,2021-2022,5015,Full In-Person,Not required,1,0.8409090909090909
21261,Fall,2021-2022,22121,Full In-Person,Required all students,1,1.0
21281,Fall,2021-2022,13279,Full In-Person,Not required,1,0.9285714285714286
21378,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
21397,Fall,2021-2022,8037,Full In-Person,Required all students,1,0.8125
21414,Fall,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
21436,Fall,2021-2022,20105,Full In-Person,Required all students,1,0.8
21479,Fall,2021-2022,26093,Full In-Person,Required all students,1,0.8085106382978723
21578,Fall,2021-2022,21181,Full In-Person,Not required,1,0.8333333333333334
21615,Fall,2021-2022,47001,Full In-Person,,1,0.8091603053435115
21628,Fall,2021-2022,53029,Full In-Person,,1,0.8151260504201681
21763,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
21766,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
21769,Fall,2021-2022,25005,Full In-Person,Unknown,1,0.8333333333333334
21772,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
21886,Fall,2021-2022,12049,Full In-Person,Required all students,1,0.8214285714285714
21889,Fall,2021-2022,21209,Full In-Person,Required all students,1,0.8235294117647058
21891,Fall,2021-2022,45043,Full In-Person,Required all students,1,0.8235294117647058
21896,Fall,2021-2022,6017,Full In-Person,Required all students,1,0.8130841121495327
21903,Fall,2021-2022,28029,Full In-Person,Required all students,1,0.8253968253968254
21907,Fall,2021-2022,24029,Full In-Person,Required all students,1,0.8192771084337349
21983,Fall,2021-2022,18147,Full In-Person,Required all students,1,0.8490566037735849
22007,Fall,2021-2022,39067,Full In-Person,Required all students,1,0.8166666666666667
22029,Fall,2021-2022,54011,Pending,,0,0.8214285714285714
22306,Fall,2021-2022,39123,Full In-Person,Required all students,1,0.8448275862068966
22307,Fall,2021-2022,39123,Full In-Person,Not required,1,0.8448275862068966
22323,Fall,2021-2022,5121,Full In-Person,Required all students,1,0.85
22330,Fall,2021-2022,27147,Full In-Person,Required all students,1,0.8974358974358975
22338,Fall,2021-2022,39125,Full In-Person,Required all students,1,0.8125
22343,Fall,2021-2022,39107,Full In-Person,Unknown,1,0.8125
22370,Fall,2021-2022,54011,Full In-Person,Required all students,1,0.8214285714285714
22373,Fall,2021-2022,21223,Full In-Person,Required all students,1,0.8026315789473685
22378,Fall,2021-2022,37033,Full In-Person,Required all students,1,0.8888888888888888
22379,Fall,2021-2022,38019,Full In-Person,Required all students,1,0.875
22384,Fall,2021-2022,1023,Full In-Person,Not required,1,0.875
22385,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
22388,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
22391,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
22394,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
22441,Fall,2021-2022,37167,Full In-Person,Required all students,1,0.8053097345132744
22575,Fall,2021-2022,31027,Full In-Person,Required all students,1,0.8133333333333334
22618,Fall,2021-2022,18147,Full In-Person,Required all students,1,0.8490566037735849
22619,Fall,2021-2022,5059,Full In-Person,Required all students,1,0.8260869565217391
22681,Fall,2021-2022,1033,Full In-Person,Required all students,1,0.8409090909090909
22888,Fall,2021-2022,25005,Full In-Person,Required all students,1,0.8333333333333334
22890,Fall,2021-2022,25005,Pending,,0,0.8333333333333334
22895,Fall,2021-2022,30007,Full In-Person,Required all students,1,0.8055555555555556
22896,Fall,2021-2022,47009,Full In-Person,Required all students,1,0.8314606741573034
22941,Fall,2021-2022,12023,Full In-Person,Required all students,1,0.8392857142857143
22951,Fall,2021-2022,37099,Full In-Person,Required all students,1,0.8235294117647058
22953,Fall,2021-2022,19107,Full In-Person,Required all students,1,0.8636363636363636
22998,Fall,2021-2022,41007,Full In-Person,Not required,1,0.8095238095238095
23017,Fall,2021-2022,21081,Full In-Person,Required all students,1,0.8409090909090909
23024,Fall,2021-2022,51840,Full In-Person,Required all students,1,0.8181818181818182
23026,Fall,2021-2022,21049,Full In-Person,Required all students,1,0.8181818181818182
23027,Fall,2021-2022,47051,Full In-Person,Required all students,1,0.8181818181818182
23037,Fall,2021-2022,5043,Full In-Person,Required all students,1,0.8269230769230769
23050,Fall,2021-2022,27105,Full In-Person,Not required,1,0.8041237113402062
23060,Fall,2021-2022,17033,Full In-Person,Required all students,1,0.8070175438596491
23084,Fall,2021-2022,28157,Full In-Person,Required all students,1,0.85
23143,Fall,2021-2022,24037,Full In-Person,Not required,1,1.0
23172,Fall,2021-2022,24029,Full In-Person,Required all students,1,0.8192771084337349
23174,Fall,2021-2022,9013,Hybrid/Partial,Required all students,1,0.8333333333333334
23178,Fall,2021-2022,29013,Hybrid/Partial,Required all students,1,0.8105263157894737
23324,Fall,2021-2022,23019,Full In-Person,Required all students,1,0.8055555555555556
