,Term,DistrictID,SchoolYear,county_fips,Enrollment,TeachingMethod,StudentMaskPolicy,avg_enr,useit,useit_ind
29025,Spring,894325,2021-2022,47139,985.0,Full In-Person,Not required,3794.4545454545455,1,0.8181818181818182
29029,Spring,894325,2021-2022,42037,985.0,Full In-Person,Not required,2296.059523809524,1,0.8070175438596491
29031,Spring,894325,2021-2022,19159,985.0,Full In-Person,Not required,2789.876404494382,1,0.8539325842696629
29032,Spring,894325,2021-2022,1085,985.0,Full In-Person,Not required,3408.0,1,0.8035714285714286
29036,Spring,894237,2021-2022,29081,1266.0,Full In-Person,Not required,1034.925,1,0.875
29038,Spring,894237,2021-2022,54009,1266.0,Full In-Person,Not required,1311.9,1,0.9
29060,Spring,893997,2021-2022,29209,545.0,Full In-Person,Not required,1145.0625,1,0.8125
29061,Spring,893997,2021-2022,5015,545.0,Full In-Person,Not required,1469.2272727272727,1,0.8409090909090909
29064,Spring,894285,2021-2022,28145,15498.0,Pending,Pending,5862.821428571428,0,0.8214285714285714
29076,Spring,894205,2021-2022,29033,65.0,Full In-Person,Not required,3513.2027027027025,1,0.8421052631578947
29081,Spring,894388,2021-2022,29163,1305.0,Full In-Person,Not required,3901.1794871794873,1,0.810126582278481
29082,Spring,894388,2021-2022,12049,1305.0,Full In-Person,Not required,3414.1071428571427,1,0.8214285714285714
29084,Spring,894388,2021-2022,51033,1305.0,Full In-Person,Not required,4966.125,1,0.8333333333333334
29114,Spring,894209,2021-2022,20057,150.0,Full In-Person,Not required,2364.65,1,0.9
29133,Spring,894339,2021-2022,29179,248.0,Full In-Person,Not required,1870.9318181818182,1,0.8636363636363636
29137,Spring,894166,2021-2022,29013,126.0,Pending,Pending,8688.168421052631,0,0.8105263157894737
29140,Spring,894166,2021-2022,13269,126.0,Pending,Pending,1833.65625,0,0.875
29141,Spring,894166,2021-2022,1023,126.0,Pending,Pending,2346.575,0,0.875
29143,Spring,894166,2021-2022,21191,126.0,Pending,Pending,1766.8863636363637,0,0.8409090909090909
29149,Spring,894165,2021-2022,29013,1010.0,Full In-Person,Not required,8688.168421052631,1,0.8105263157894737
29152,Spring,894165,2021-2022,13269,1010.0,Full In-Person,Not required,1833.65625,1,0.875
29153,Spring,894165,2021-2022,1023,1010.0,Full In-Person,Not required,2346.575,1,0.875
29155,Spring,894165,2021-2022,21191,1010.0,Full In-Person,Not required,1766.8863636363637,1,0.8409090909090909
29161,Spring,894210,2021-2022,29081,105.0,Pending,Pending,1034.925,0,0.875
29162,Spring,894103,2021-2022,13131,402.0,Full In-Person,Not required,1484.45,1,1.0
29163,Spring,894103,2021-2022,17003,402.0,Full In-Person,Not required,1322.0416666666667,1,0.9583333333333334
29164,Spring,894103,2021-2022,31079,402.0,Full In-Person,Not required,1939.375,1,0.8596491228070176
29177,Spring,894060,2021-2022,21149,243.0,Full In-Person,Not required,10093.175,1,0.8
29182,Spring,894115,2021-2022,24037,85.0,Full In-Person,Not required,7052.25,1,1.0
29186,Spring,894108,2021-2022,24037,1450.0,Full In-Person,Not required,7052.25,1,1.0
29191,Spring,894109,2021-2022,29029,4778.0,Full In-Person,Not required,1451.6875,1,0.875
29198,Spring,894239,2021-2022,37125,1755.0,Pending,Pending,2320.8645833333335,0,0.8020833333333334
29201,Spring,894272,2021-2022,6085,570.0,Full In-Person,Not required,5668.215311004785,1,0.8018867924528302
29226,Spring,894211,2021-2022,13045,1895.0,Full In-Person,Not required,5111.051724137931,1,0.8
29228,Spring,894211,2021-2022,21041,1895.0,Full In-Person,Not required,5333.934782608696,1,0.8125
29229,Spring,894211,2021-2022,29033,1895.0,Full In-Person,Not required,3513.2027027027025,1,0.8421052631578947
29230,Spring,894211,2021-2022,39019,1895.0,Full In-Person,Not required,4529.342857142857,1,0.8378378378378378
29233,Spring,894211,2021-2022,28015,1895.0,Full In-Person,Not required,5768.5952380952385,1,0.8181818181818182
29236,Spring,894131,2021-2022,28079,6424.0,Full In-Person,Not required,2725.846153846154,1,0.8269230769230769
29239,Spring,894131,2021-2022,37125,6424.0,Full In-Person,Not required,2320.8645833333335,1,0.8020833333333334
29250,Spring,894374,2021-2022,48419,743.0,Full In-Person,Not required,898.5833333333334,1,0.8055555555555556
29251,Spring,894374,2021-2022,8109,743.0,Full In-Person,Not required,706.4285714285714,1,0.8928571428571429
29252,Spring,894374,2021-2022,38065,743.0,Full In-Person,Not required,882.2,1,0.9
29258,Spring,894342,2021-2022,13153,59.0,Full In-Person,Not required,3468.1194029850744,1,0.835820895522388
29262,Spring,894342,2021-2022,47081,59.0,Full In-Person,Not required,2075.03125,1,0.9375
29269,Spring,894342,2021-2022,29179,59.0,Full In-Person,Not required,1870.9318181818182,1,0.8636363636363636
29270,Spring,894342,2021-2022,53039,59.0,Full In-Person,Not required,1324.8080808080808,1,0.8484848484848485
29276,Spring,894070,2021-2022,42037,1377.0,Full In-Person,Not required,2296.059523809524,1,0.8070175438596491
29277,Spring,894003,2021-2022,17015,256.0,Full In-Person,Not required,1775.857142857143,1,0.8214285714285714
29308,Spring,894389,2021-2022,47125,730.0,Full In-Person,Not required,5849.666666666667,1,0.8064516129032258
29315,Spring,894389,2021-2022,29163,730.0,Full In-Person,Not required,3901.1794871794873,1,0.810126582278481
29316,Spring,894389,2021-2022,26067,730.0,Full In-Person,Not required,5076.0847457627115,1,0.8319327731092437
29357,Spring,894061,2021-2022,29029,212.0,Full In-Person,Not required,1451.6875,1,0.875
29363,Spring,894140,2021-2022,47001,2127.0,Full In-Person,Not required,2358.343511450382,1,0.8091603053435115
29376,Spring,894140,2021-2022,53029,2127.0,Full In-Person,Not required,2215.4873949579833,1,0.8151260504201681
29386,Spring,894141,2021-2022,47001,46.0,Full In-Person,Not required,2358.343511450382,1,0.8091603053435115
29399,Spring,894141,2021-2022,53029,46.0,Full In-Person,Not required,2215.4873949579833,1,0.8151260504201681
29409,Spring,894142,2021-2022,47001,95.0,Pending,Pending,2358.343511450382,0,0.8091603053435115
29422,Spring,894142,2021-2022,53029,95.0,Pending,Pending,2215.4873949579833,0,0.8151260504201681
29457,Spring,894241,2021-2022,29003,175.0,Pending,Pending,6322.0625,0,0.875
29459,Spring,894242,2021-2022,8081,45.0,Full In-Person,Not required,850.25,1,0.8333333333333334
29465,Spring,894006,2021-2022,48103,724.0,Full In-Person,Not required,574.4375,1,0.875
29466,Spring,894006,2021-2022,29209,724.0,Full In-Person,Not required,1145.0625,1,0.8125
29468,Spring,894006,2021-2022,18101,724.0,Full In-Person,Not required,629.625,1,0.875
29469,Spring,894006,2021-2022,41025,724.0,Full In-Person,Not required,559.7083333333334,1,0.875
29481,Spring,894049,2021-2022,20157,1305.0,Full In-Person,Not required,1773.4125,1,0.825
29482,Spring,893974,2021-2022,1123,150.0,Full In-Person,Not required,1962.9375,1,0.875
29485,Spring,894244,2021-2022,28069,304.0,Full In-Person,Not required,632.875,1,0.875
29504,Spring,894328,2021-2022,8029,242.0,Full In-Person,Not required,1831.4166666666667,1,0.9166666666666666
29505,Spring,894328,2021-2022,49027,242.0,Full In-Person,Not required,1462.1153846153845,1,0.8653846153846154
29506,Spring,894328,2021-2022,39051,242.0,Full In-Person,Not required,1493.7826086956522,1,0.8043478260869565
29509,Spring,894328,2021-2022,19107,242.0,Full In-Person,Not required,3020.0227272727275,1,0.8636363636363636
29533,Spring,894273,2021-2022,31079,2754.0,Full In-Person,Not required,1939.375,1,0.8596491228070176
29535,Spring,894274,2021-2022,31079,123.0,Pending,Pending,1939.375,0,0.8596491228070176
29542,Spring,894212,2021-2022,47149,258.0,Full In-Person,Not required,9705.642857142857,1,0.8214285714285714
29543,Spring,894212,2021-2022,29081,258.0,Full In-Person,Not required,1034.925,1,0.875
29544,Spring,894212,2021-2022,6049,258.0,Full In-Person,Not required,1753.5135135135135,1,0.8289473684210527
29551,Spring,894112,2021-2022,29131,2373.0,Full In-Person,Not required,1679.0,1,0.84375
29554,Spring,894343,2021-2022,29179,562.0,Pending,Pending,1870.9318181818182,0,0.8636363636363636
29614,Spring,894071,2021-2022,1057,665.0,Full In-Person,Not required,1029.9,1,0.85
29617,Spring,894071,2021-2022,28063,665.0,Full In-Person,Not required,1029.9,1,0.85
29618,Spring,894071,2021-2022,39051,665.0,Full In-Person,Not required,1493.7826086956522,1,0.8043478260869565
29632,Spring,894072,2021-2022,29027,2350.0,Full In-Person,Not required,1601.3333333333333,1,0.8611111111111112
29636,Spring,894072,2021-2022,21075,2350.0,Full In-Person,Not required,1703.625,1,0.8125
29646,Spring,101636959,2021-2022,29027,60.0,Pending,Pending,1601.3333333333333,0,0.8611111111111112
29650,Spring,101636959,2021-2022,21075,60.0,Pending,Pending,1703.625,0,0.8125
29670,Spring,893983,2021-2022,24029,510.0,Pending,Pending,2708.397590361446,0,0.8192771084337349
29672,Spring,893983,2021-2022,29209,510.0,Pending,Pending,1145.0625,0,0.8125
29674,Spring,894186,2021-2022,29061,693.0,Full In-Person,Not required,3779.575,1,0.85
29684,Spring,894188,2021-2022,29081,139.0,Pending,Pending,1034.925,0,0.875
29698,Spring,894220,2021-2022,48503,199.0,Full In-Person,Not required,1250.4,1,0.8571428571428571
29699,Spring,894220,2021-2022,13001,199.0,Full In-Person,Not required,1891.0,1,0.9333333333333333
29706,Spring,894257,2021-2022,53077,4460.0,Full In-Person,Not required,3086.1136363636365,1,0.8202247191011236
29710,Spring,894257,2021-2022,18147,4460.0,Full In-Person,Not required,2723.1153846153848,1,0.8490566037735849
29711,Spring,894257,2021-2022,19115,4460.0,Full In-Person,Not required,1313.4038461538462,1,0.8269230769230769
29715,Spring,894064,2021-2022,29159,410.0,Full In-Person,Pending,1072.8857142857144,1,0.8285714285714286
29747,Spring,894189,2021-2022,29033,270.0,Full In-Person,Not required,3513.2027027027025,1,0.8421052631578947
29753,Spring,894190,2021-2022,1093,675.0,Full In-Person,Not required,2677.943181818182,1,0.8522727272727273
29754,Spring,894190,2021-2022,48193,675.0,Full In-Person,Not required,2558.6176470588234,1,0.8088235294117647
29768,Spring,894191,2021-2022,1093,21.0,Full In-Person,Not required,2677.943181818182,1,0.8522727272727273
29769,Spring,894191,2021-2022,48193,21.0,Full In-Person,Not required,2558.6176470588234,1,0.8088235294117647
29781,Spring,894372,2021-2022,29127,4430.0,Full In-Person,Not required,1781.046511627907,1,0.8260869565217391
29785,Spring,894258,2021-2022,17013,239.0,Full In-Person,Not required,1404.8833333333334,1,0.8333333333333334
29786,Spring,894258,2021-2022,21157,239.0,Full In-Person,Not required,2723.823529411765,1,0.8088235294117647
29800,Spring,893986,2021-2022,56031,686.0,Full In-Person,Not required,842.375,1,0.8125
29802,Spring,894291,2021-2022,46057,550.0,Full In-Person,Not required,2328.2,1,0.9
29805,Spring,894114,2021-2022,29073,1003.0,Full In-Person,Not required,984.75,1,0.8
29813,Spring,894440,2021-2022,48217,781.0,Full In-Person,Not required,3384.1360544217687,1,0.8013245033112583
29830,Spring,894441,2021-2022,48217,3562.0,Pending,Pending,3384.1360544217687,0,0.8013245033112583
29846,Spring,894293,2021-2022,20055,506.0,Full In-Person,Not required,2603.2580645161293,1,0.8125
29848,Spring,894293,2021-2022,28043,506.0,Full In-Person,Not required,1584.0,1,0.875
29851,Spring,894260,2021-2022,49027,1272.0,Full In-Person,Not required,1462.1153846153845,1,0.8653846153846154
29874,Spring,894065,2021-2022,29159,317.0,Full In-Person,Not required,1072.8857142857144,1,0.8285714285714286
29877,Spring,894149,2021-2022,29013,170.0,Full In-Person,Not required,8688.168421052631,1,0.8105263157894737
29889,Spring,893990,2021-2022,29209,214.0,Pending,Pending,1145.0625,0,0.8125
29890,Spring,894026,2021-2022,29131,738.0,Full In-Person,Pending,1679.0,1,0.84375
29892,Spring,894443,2021-2022,6025,2978.0,Full In-Person,Not required,2034.6304347826087,1,0.8617021276595744
29896,Spring,894443,2021-2022,48371,2978.0,Full In-Person,Not required,2074.8214285714284,1,0.8571428571428571
29942,Spring,894192,2021-2022,29061,113.0,Full In-Person,Not required,3779.575,1,0.85
29944,Spring,894193,2021-2022,29061,211.0,Full In-Person,Not required,3779.575,1,0.85
29986,Spring,894413,2021-2022,26113,2586.0,Full In-Person,Required all students,2958.6944444444443,1,0.9166666666666666
30047,Spring,894080,2021-2022,29027,883.0,Full In-Person,Not required,1601.3333333333333,1,0.8611111111111112
30074,Spring,894404,2021-2022,6003,6092.0,Full In-Person,Not required,3118.875,1,1.0
30077,Spring,894067,2021-2022,29159,325.0,Full In-Person,Not required,1072.8857142857144,1,0.8285714285714286
30081,Spring,894391,2021-2022,29007,300.0,Pending,Pending,3601.0555555555557,0,0.8333333333333334
30082,Spring,894117,2021-2022,29131,2005.0,Full In-Person,Not required,1679.0,1,0.84375
30133,Spring,894375,2021-2022,42087,969.0,Full In-Person,Pending,1488.3629032258063,1,0.8225806451612904
30160,Spring,894268,2021-2022,37151,12651.0,Full In-Person,Not required,3583.4285714285716,1,0.8035714285714286
30162,Spring,894268,2021-2022,21045,12651.0,Full In-Person,Not required,3171.8571428571427,1,0.8214285714285714
30163,Spring,894268,2021-2022,18161,12651.0,Full In-Person,Not required,3171.8571428571427,1,0.8214285714285714
30193,Spring,894393,2021-2022,29163,67.0,Full In-Person,Not required,3901.1794871794873,1,0.810126582278481
30194,Spring,894392,2021-2022,29163,747.0,Full In-Person,Not required,3901.1794871794873,1,0.810126582278481
30198,Spring,893916,2021-2022,29029,325.0,Full In-Person,Not required,1451.6875,1,0.875
30264,Spring,894331,2021-2022,29017,1535.0,Full In-Person,Pending,832.375,1,0.875
30294,Spring,894221,2021-2022,47009,1790.0,Full In-Person,Not required,8422.112359550561,1,0.8314606741573034
30319,Spring,894172,2021-2022,39107,175.0,Pending,Pending,2775.4166666666665,0,0.8125
30325,Spring,894083,2021-2022,29007,2950.0,Pending,Pending,3601.0555555555557,0,0.8333333333333334
30327,Spring,894083,2021-2022,42067,2950.0,Pending,Pending,1655.2,0,0.8
30336,Spring,894363,2021-2022,35006,633.0,Full In-Person,Not required,3083.31914893617,1,0.8163265306122449
30343,Spring,893968,2021-2022,46059,570.0,Pending,Pending,499.875,0,0.875
30350,Spring,894120,2021-2022,29027,829.0,Full In-Person,Not required,1601.3333333333333,1,0.8611111111111112
30356,Spring,894154,2021-2022,51087,177.0,Full In-Person,Not required,2139.846153846154,1,0.8269230769230769
30364,Spring,894154,2021-2022,5003,177.0,Full In-Person,Not required,4356.723214285715,1,0.8125
30377,Spring,894224,2021-2022,46021,292.0,Full In-Person,Not required,327.4166666666667,1,0.9166666666666666
30383,Spring,893973,2021-2022,18129,1509.0,Full In-Person,Not required,2264.736263736264,1,0.8131868131868132
30386,Spring,893973,2021-2022,48159,1509.0,Full In-Person,Not required,1846.7215189873418,1,0.810126582278481
30388,Spring,893973,2021-2022,13209,1509.0,Full In-Person,Not required,1846.7215189873418,1,0.810126582278481
30389,Spring,893973,2021-2022,1097,1509.0,Full In-Person,Not required,4100.656565656565,1,0.8181818181818182
30396,Spring,894031,2021-2022,6085,1270.0,Full In-Person,Not required,5668.215311004785,1,0.8018867924528302
30405,Spring,893941,2021-2022,28145,290.0,Full In-Person,Not required,5862.821428571428,1,0.8214285714285714
30417,Spring,894087,2021-2022,29027,755.0,Full In-Person,Not required,1601.3333333333333,1,0.8611111111111112
30453,Spring,894175,2021-2022,29033,198.0,Full In-Person,Not required,3513.2027027027025,1,0.8421052631578947
30457,Spring,893946,2021-2022,37167,374.0,Pending,Pending,1656.4424778761063,0,0.8053097345132744
30469,Spring,893947,2021-2022,37167,85.0,Pending,Pending,1656.4424778761063,0,0.8053097345132744
30485,Spring,894271,2021-2022,47179,2037.0,Full In-Person,Not required,3646.3333333333335,1,0.8333333333333334
30487,Spring,894271,2021-2022,22123,2037.0,Full In-Person,Not required,2174.0,1,0.9
30488,Spring,894271,2021-2022,48257,2037.0,Full In-Person,Not required,2646.9166666666665,1,0.8194444444444444
30491,Spring,894271,2021-2022,5015,2037.0,Full In-Person,Not required,1469.2272727272727,1,0.8409090909090909
30493,Spring,894332,2021-2022,47001,405.0,Pending,Pending,2358.343511450382,0,0.8091603053435115
30496,Spring,894332,2021-2022,48257,405.0,Pending,Pending,2646.9166666666665,0,0.8194444444444444
30528,Spring,894088,2021-2022,29073,1970.0,Pending,Pending,984.75,0,0.8
30538,Spring,894379,2021-2022,29127,1175.0,Full In-Person,Unknown,1781.046511627907,1,0.8260869565217391
30556,Spring,894176,2021-2022,29061,201.0,Full In-Person,Not required,3779.575,1,0.85
30597,Spring,894351,2021-2022,48441,2286.0,Full In-Person,Not required,3419.1111111111113,1,0.8333333333333334
30626,Spring,893952,2021-2022,29209,2350.0,Full In-Person,Not required,1145.0625,1,0.8125
30633,Spring,893953,2021-2022,20157,4780.0,Full In-Person,Not required,1773.4125,1,0.825
30634,Spring,894123,2021-2022,29013,302.0,Full In-Person,Not required,8688.168421052631,1,0.8105263157894737
30635,Spring,894035,2021-2022,53005,605.0,Full In-Person,Not required,4504.625,1,0.825
30638,Spring,894035,2021-2022,13259,605.0,Full In-Person,Not required,3367.125,1,0.9166666666666666
30641,Spring,894035,2021-2022,19107,605.0,Full In-Person,Not required,3020.0227272727275,1,0.8636363636363636
30642,Spring,894035,2021-2022,18147,605.0,Full In-Person,Not required,2723.1153846153848,1,0.8490566037735849
30646,Spring,894035,2021-2022,31037,605.0,Full In-Person,Not required,3462.1041666666665,1,0.875
30647,Spring,894018,2021-2022,53005,65.0,Full In-Person,Unknown,4504.625,1,0.825
30650,Spring,894018,2021-2022,13259,65.0,Full In-Person,Unknown,3367.125,1,0.9166666666666666
30653,Spring,894018,2021-2022,19107,65.0,Full In-Person,Unknown,3020.0227272727275,1,0.8636363636363636
30654,Spring,894018,2021-2022,18147,65.0,Full In-Person,Unknown,2723.1153846153848,1,0.8490566037735849
