,Charter,DistrictType,NCESDistrictID,TimePeriodStart,TimePeriodEnd,ActiveCasesCombined,StateName,StateAbbrev,DistrictName,EnrollmentTotal,StudentMaskPolicy
3636,No,Regular local school district,512210,06/15/20,11/02/20,5,Arkansas,AR,Searcy School District,3947.0,Required full school year
3637,No,Regular local school district,512210,06/15/20,11/05/20,11,Arkansas,AR,Searcy School District,3947.0,Required full school year
3638,No,Regular local school district,512210,06/15/20,11/09/20,15,Arkansas,AR,Searcy School District,3947.0,Required full school year
3639,No,Regular local school district,512210,06/15/20,11/16/20,19,Arkansas,AR,Searcy School District,3947.0,Required full school year
3640,No,Regular local school district,512210,06/15/20,11/19/20,32,Arkansas,AR,Searcy School District,3947.0,Required full school year
3641,No,Regular local school district,512210,06/15/20,11/23/20,35,Arkansas,AR,Searcy School District,3947.0,Required full school year
3642,No,Regular local school district,512210,06/15/20,11/25/20,29,Arkansas,AR,Searcy School District,3947.0,Required full school year
3643,No,Regular local school district,512210,06/15/20,11/30/20,12,Arkansas,AR,Searcy School District,3947.0,Required full school year
3644,No,Regular local school district,512210,06/15/20,12/02/20,8,Arkansas,AR,Searcy School District,3947.0,Required full school year
3645,No,Regular local school district,512210,06/15/20,12/07/20,10,Arkansas,AR,Searcy School District,3947.0,Required full school year
3646,No,Regular local school district,512210,06/15/20,12/10/20,17,Arkansas,AR,Searcy School District,3947.0,Required full school year
3647,No,Regular local school district,512210,06/15/20,12/14/20,17,Arkansas,AR,Searcy School District,3947.0,Required full school year
3648,No,Regular local school district,512210,06/15/20,12/17/20,22,Arkansas,AR,Searcy School District,3947.0,Required full school year
3649,No,Regular local school district,512210,06/15/20,12/21/20,22,Arkansas,AR,Searcy School District,3947.0,Required full school year
3650,No,Regular local school district,512210,06/15/20,12/23/20,19,Arkansas,AR,Searcy School District,3947.0,Required full school year
3651,No,Regular local school district,512210,06/15/20,12/28/20,13,Arkansas,AR,Searcy School District,3947.0,Required full school year
3652,No,Regular local school district,512210,06/15/20,12/31/20,18,Arkansas,AR,Searcy School District,3947.0,Required full school year
3653,No,Regular local school district,512210,06/15/20,01/04/21,16,Arkansas,AR,Searcy School District,3947.0,Required full school year
3654,No,Regular local school district,512210,06/15/20,01/07/21,44,Arkansas,AR,Searcy School District,3947.0,Required full school year
3655,No,Regular local school district,512210,06/15/20,01/11/21,33,Arkansas,AR,Searcy School District,3947.0,Required full school year
3656,No,Regular local school district,512210,06/15/20,01/14/21,36,Arkansas,AR,Searcy School District,3947.0,Required full school year
3657,No,Regular local school district,512210,06/15/20,01/18/21,20,Arkansas,AR,Searcy School District,3947.0,Required full school year
3658,No,Regular local school district,512210,06/15/20,01/21/21,15,Arkansas,AR,Searcy School District,3947.0,Required full school year
3659,No,Regular local school district,512210,06/15/20,01/25/21,19,Arkansas,AR,Searcy School District,3947.0,Required full school year
3660,No,Regular local school district,512210,06/15/20,01/28/21,36,Arkansas,AR,Searcy School District,3947.0,Required full school year
3661,No,Regular local school district,512210,06/15/20,02/01/21,30,Arkansas,AR,Searcy School District,3947.0,Required full school year
3662,No,Regular local school district,512210,06/15/20,02/04/21,26,Arkansas,AR,Searcy School District,3947.0,Required full school year
3663,No,Regular local school district,512210,06/15/20,02/08/21,19,Arkansas,AR,Searcy School District,3947.0,Required full school year
3664,No,Regular local school district,512210,06/15/20,02/11/21,20,Arkansas,AR,Searcy School District,3947.0,Required full school year
3665,No,Regular local school district,512210,06/15/20,02/15/21,12,Arkansas,AR,Searcy School District,3947.0,Required full school year
3666,No,Regular local school district,512210,06/15/20,02/18/21,13,Arkansas,AR,Searcy School District,3947.0,Required full school year
3667,No,Regular local school district,512210,06/15/20,02/22/21,9,Arkansas,AR,Searcy School District,3947.0,Required full school year
3668,No,Regular local school district,512210,06/15/20,02/25/21,5,Arkansas,AR,Searcy School District,3947.0,Required full school year
3669,No,Regular local school district,500015,06/15/20,10/19/20,12,Arkansas,AR,Sheridan School District,4103.0,
3670,No,Regular local school district,500015,06/15/20,10/22/20,8,Arkansas,AR,Sheridan School District,4103.0,
3671,No,Regular local school district,500015,06/15/20,10/26/20,5,Arkansas,AR,Sheridan School District,4103.0,
3672,No,Regular local school district,500015,06/15/20,11/16/20,9,Arkansas,AR,Sheridan School District,4103.0,
3673,No,Regular local school district,500015,06/15/20,11/19/20,15,Arkansas,AR,Sheridan School District,4103.0,
3674,No,Regular local school district,500015,06/15/20,11/23/20,24,Arkansas,AR,Sheridan School District,4103.0,
3675,No,Regular local school district,500015,06/15/20,11/25/20,21,Arkansas,AR,Sheridan School District,4103.0,
3676,No,Regular local school district,500015,06/15/20,11/30/20,14,Arkansas,AR,Sheridan School District,4103.0,
3677,No,Regular local school district,500015,06/15/20,12/02/20,15,Arkansas,AR,Sheridan School District,4103.0,
3678,No,Regular local school district,500015,06/15/20,12/07/20,16,Arkansas,AR,Sheridan School District,4103.0,
3679,No,Regular local school district,500015,06/15/20,12/10/20,20,Arkansas,AR,Sheridan School District,4103.0,
3680,No,Regular local school district,500015,06/15/20,12/14/20,20,Arkansas,AR,Sheridan School District,4103.0,
3681,No,Regular local school district,500015,06/15/20,12/17/20,20,Arkansas,AR,Sheridan School District,4103.0,
3682,No,Regular local school district,500015,06/15/20,12/21/20,20,Arkansas,AR,Sheridan School District,4103.0,
3683,No,Regular local school district,500015,06/15/20,12/23/20,22,Arkansas,AR,Sheridan School District,4103.0,
3684,No,Regular local school district,500015,06/15/20,12/28/20,26,Arkansas,AR,Sheridan School District,4103.0,
3685,No,Regular local school district,500015,06/15/20,12/31/20,27,Arkansas,AR,Sheridan School District,4103.0,
3686,No,Regular local school district,500015,06/15/20,01/04/21,17,Arkansas,AR,Sheridan School District,4103.0,
3687,No,Regular local school district,500015,06/15/20,01/07/21,23,Arkansas,AR,Sheridan School District,4103.0,
3688,No,Regular local school district,500015,06/15/20,01/11/21,18,Arkansas,AR,Sheridan School District,4103.0,
3689,No,Regular local school district,500015,06/15/20,01/14/21,32,Arkansas,AR,Sheridan School District,4103.0,
3690,No,Regular local school district,500015,06/15/20,01/18/21,26,Arkansas,AR,Sheridan School District,4103.0,
3691,No,Regular local school district,500015,06/15/20,01/21/21,24,Arkansas,AR,Sheridan School District,4103.0,
3692,No,Regular local school district,500015,06/15/20,01/25/21,14,Arkansas,AR,Sheridan School District,4103.0,
3693,No,Regular local school district,500015,06/15/20,01/28/21,10,Arkansas,AR,Sheridan School District,4103.0,
3694,No,Regular local school district,500015,06/15/20,02/01/21,10,Arkansas,AR,Sheridan School District,4103.0,
3695,No,Regular local school district,500015,06/15/20,02/04/21,16,Arkansas,AR,Sheridan School District,4103.0,
3696,No,Regular local school district,500015,06/15/20,02/08/21,22,Arkansas,AR,Sheridan School District,4103.0,
3697,No,Regular local school district,500015,06/15/20,02/11/21,21,Arkansas,AR,Sheridan School District,4103.0,
3698,No,Regular local school district,500015,06/15/20,02/15/21,17,Arkansas,AR,Sheridan School District,4103.0,
3699,No,Regular local school district,500015,06/15/20,02/18/21,12,Arkansas,AR,Sheridan School District,4103.0,
3700,No,Regular local school district,500015,06/15/20,02/22/21,8,Arkansas,AR,Sheridan School District,4103.0,
3701,No,Regular local school district,500015,06/15/20,02/25/21,8,Arkansas,AR,Sheridan School District,4103.0,
3702,No,Regular local school district,500015,06/15/20,03/01/21,8,Arkansas,AR,Sheridan School District,4103.0,
3703,No,Regular local school district,500015,06/15/20,03/04/21,7,Arkansas,AR,Sheridan School District,4103.0,
3704,No,Regular local school district,500015,06/15/20,03/08/21,6,Arkansas,AR,Sheridan School District,4103.0,
3705,No,Regular local school district,500015,06/15/20,05/20/21,5,Arkansas,AR,Sheridan School District,4103.0,
3706,No,Regular local school district,512450,06/15/20,10/19/20,10,Arkansas,AR,Siloam Springs School District,4174.0,
3707,No,Regular local school district,512450,06/15/20,10/22/20,7,Arkansas,AR,Siloam Springs School District,4174.0,
3708,No,Regular local school district,512450,06/15/20,10/29/20,7,Arkansas,AR,Siloam Springs School District,4174.0,
3709,No,Regular local school district,512450,06/15/20,11/02/20,9,Arkansas,AR,Siloam Springs School District,4174.0,
3710,No,Regular local school district,512450,06/15/20,11/05/20,17,Arkansas,AR,Siloam Springs School District,4174.0,
3711,No,Regular local school district,512450,06/15/20,11/09/20,18,Arkansas,AR,Siloam Springs School District,4174.0,
3712,No,Regular local school district,512450,06/15/20,11/16/20,26,Arkansas,AR,Siloam Springs School District,4174.0,
3713,No,Regular local school district,512450,06/15/20,11/19/20,19,Arkansas,AR,Siloam Springs School District,4174.0,
3714,No,Regular local school district,512450,06/15/20,11/23/20,8,Arkansas,AR,Siloam Springs School District,4174.0,
3715,No,Regular local school district,512450,06/15/20,11/30/20,5,Arkansas,AR,Siloam Springs School District,4174.0,
3716,No,Regular local school district,512450,06/15/20,12/02/20,13,Arkansas,AR,Siloam Springs School District,4174.0,
3717,No,Regular local school district,512450,06/15/20,12/07/20,21,Arkansas,AR,Siloam Springs School District,4174.0,
3718,No,Regular local school district,512450,06/15/20,12/10/20,22,Arkansas,AR,Siloam Springs School District,4174.0,
3719,No,Regular local school district,512450,06/15/20,12/14/20,23,Arkansas,AR,Siloam Springs School District,4174.0,
3720,No,Regular local school district,512450,06/15/20,12/17/20,32,Arkansas,AR,Siloam Springs School District,4174.0,
3721,No,Regular local school district,512450,06/15/20,12/21/20,32,Arkansas,AR,Siloam Springs School District,4174.0,
3722,No,Regular local school district,512450,06/15/20,12/23/20,31,Arkansas,AR,Siloam Springs School District,4174.0,
3723,No,Regular local school district,512450,06/15/20,12/28/20,26,Arkansas,AR,Siloam Springs School District,4174.0,
3724,No,Regular local school district,512450,06/15/20,12/31/20,19,Arkansas,AR,Siloam Springs School District,4174.0,
3725,No,Regular local school district,512450,06/15/20,01/04/21,17,Arkansas,AR,Siloam Springs School District,4174.0,
3726,No,Regular local school district,512450,06/15/20,01/07/21,40,Arkansas,AR,Siloam Springs School District,4174.0,
3727,No,Regular local school district,512450,06/15/20,01/11/21,39,Arkansas,AR,Siloam Springs School District,4174.0,
3728,No,Regular local school district,512450,06/15/20,01/14/21,29,Arkansas,AR,Siloam Springs School District,4174.0,
3729,No,Regular local school district,512450,06/15/20,01/18/21,23,Arkansas,AR,Siloam Springs School District,4174.0,
3730,No,Regular local school district,512450,06/15/20,01/21/21,26,Arkansas,AR,Siloam Springs School District,4174.0,
3731,No,Regular local school district,512450,06/15/20,01/25/21,24,Arkansas,AR,Siloam Springs School District,4174.0,
3732,No,Regular local school district,512450,06/15/20,01/28/21,25,Arkansas,AR,Siloam Springs School District,4174.0,
3733,No,Regular local school district,512450,06/15/20,02/01/21,20,Arkansas,AR,Siloam Springs School District,4174.0,
3734,No,Regular local school district,512450,06/15/20,02/04/21,20,Arkansas,AR,Siloam Springs School District,4174.0,
3735,No,Regular local school district,512450,06/15/20,02/08/21,13,Arkansas,AR,Siloam Springs School District,4174.0,
3736,No,Regular local school district,512450,06/15/20,02/11/21,9,Arkansas,AR,Siloam Springs School District,4174.0,
3737,No,Regular local school district,512450,06/15/20,02/15/21,7,Arkansas,AR,Siloam Springs School District,4174.0,
3738,No,Regular local school district,512450,06/15/20,02/18/21,8,Arkansas,AR,Siloam Springs School District,4174.0,
3739,No,Regular local school district,512450,06/15/20,02/22/21,5,Arkansas,AR,Siloam Springs School District,4174.0,
3740,No,Regular local school district,512450,06/15/20,03/22/21,7,Arkansas,AR,Siloam Springs School District,4174.0,
3741,No,Regular local school district,512450,06/15/20,03/25/21,7,Arkansas,AR,Siloam Springs School District,4174.0,
3742,No,Regular local school district,512480,06/15/20,10/19/20,6,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3743,No,Regular local school district,512480,06/15/20,10/22/20,6,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3744,No,Regular local school district,512480,06/15/20,10/26/20,7,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3745,No,Regular local school district,512480,06/15/20,11/16/20,6,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3746,No,Regular local school district,512480,06/15/20,11/19/20,10,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3747,No,Regular local school district,512480,06/15/20,11/23/20,8,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3748,No,Regular local school district,512480,06/15/20,11/25/20,11,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3749,No,Regular local school district,512480,06/15/20,11/30/20,11,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3750,No,Regular local school district,512480,06/15/20,12/02/20,11,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3751,No,Regular local school district,512480,06/15/20,12/07/20,8,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3752,No,Regular local school district,512480,06/15/20,12/10/20,6,Arkansas,AR,Sloan-Hendrix School Dist.,701.0,
3753,No,Regular local school district,512510,06/15/20,11/16/20,8,Arkansas,AR,Smackover School District,1032.0,
3754,No,Regular local school district,512510,06/15/20,11/19/20,11,Arkansas,AR,Smackover School District,1032.0,
3755,No,Regular local school district,512510,06/15/20,11/23/20,7,Arkansas,AR,Smackover School District,1032.0,
3756,No,Regular local school district,512510,06/15/20,11/25/20,7,Arkansas,AR,Smackover School District,1032.0,
3757,No,Regular local school district,512510,06/15/20,11/30/20,5,Arkansas,AR,Smackover School District,1032.0,
3758,No,Regular local school district,512510,06/15/20,12/02/20,8,Arkansas,AR,Smackover School District,1032.0,
3759,No,Regular local school district,512510,06/15/20,12/14/20,6,Arkansas,AR,Smackover School District,1032.0,
3760,No,Regular local school district,512510,06/15/20,12/17/20,5,Arkansas,AR,Smackover School District,1032.0,
3761,No,Regular local school district,512510,06/15/20,01/07/21,7,Arkansas,AR,Smackover School District,1032.0,
3762,No,Regular local school district,512510,06/15/20,01/11/21,8,Arkansas,AR,Smackover School District,1032.0,
3763,No,Regular local school district,512510,06/15/20,01/14/21,8,Arkansas,AR,Smackover School District,1032.0,
3764,No,Regular local school district,512510,06/15/20,01/18/21,10,Arkansas,AR,Smackover School District,1032.0,
3765,No,Regular local school district,512510,06/15/20,01/21/21,15,Arkansas,AR,Smackover School District,1032.0,
3766,No,Regular local school district,512510,06/15/20,01/25/21,24,Arkansas,AR,Smackover School District,1032.0,
3767,No,Regular local school district,512510,06/15/20,01/28/21,31,Arkansas,AR,Smackover School District,1032.0,
3768,No,Regular local school district,512510,06/15/20,02/01/21,24,Arkansas,AR,Smackover School District,1032.0,
3769,No,Regular local school district,512510,06/15/20,02/04/21,13,Arkansas,AR,Smackover School District,1032.0,
3770,No,Regular local school district,512510,06/15/20,02/08/21,7,Arkansas,AR,Smackover School District,1032.0,
3771,No,Regular local school district,512510,06/15/20,02/11/21,7,Arkansas,AR,Smackover School District,1032.0,
3772,No,Regular local school district,512510,06/15/20,02/15/21,5,Arkansas,AR,Smackover School District,1032.0,
3773,No,Regular local school district,510320,06/15/20,11/16/20,6,Arkansas,AR,South Pike County School District,711.0,
3774,No,Regular local school district,510320,06/15/20,11/19/20,7,Arkansas,AR,South Pike County School District,711.0,
3775,No,Regular local school district,510320,06/15/20,11/23/20,5,Arkansas,AR,South Pike County School District,711.0,
3776,No,Regular local school district,510320,06/15/20,12/17/20,6,Arkansas,AR,South Pike County School District,711.0,
3777,No,Regular local school district,510320,06/15/20,12/21/20,6,Arkansas,AR,South Pike County School District,711.0,
3778,No,Regular local school district,510320,06/15/20,12/23/20,5,Arkansas,AR,South Pike County School District,711.0,
3779,No,Regular local school district,510320,06/15/20,12/28/20,8,Arkansas,AR,South Pike County School District,711.0,
3780,No,Regular local school district,510320,06/15/20,12/31/20,8,Arkansas,AR,South Pike County School District,711.0,
3781,No,Regular local school district,510320,06/15/20,01/04/21,9,Arkansas,AR,South Pike County School District,711.0,
3782,No,Regular local school district,510320,06/15/20,01/07/21,11,Arkansas,AR,South Pike County School District,711.0,
3783,No,Regular local school district,510320,06/15/20,01/11/21,9,Arkansas,AR,South Pike County School District,711.0,
3784,No,Regular local school district,510320,06/15/20,01/14/21,11,Arkansas,AR,South Pike County School District,711.0,
3785,No,Regular local school district,510320,06/15/20,01/18/21,10,Arkansas,AR,South Pike County School District,711.0,
3786,No,Regular local school district,510320,06/15/20,01/21/21,11,Arkansas,AR,South Pike County School District,711.0,
3787,No,Regular local school district,510320,06/15/20,01/25/21,11,Arkansas,AR,South Pike County School District,711.0,
3788,No,Regular local school district,510320,06/15/20,01/28/21,7,Arkansas,AR,South Pike County School District,711.0,
3789,No,Regular local school district,512570,06/15/20,12/17/20,8,Arkansas,AR,South Side School District,493.0,
3790,No,Regular local school district,512570,06/15/20,12/21/20,18,Arkansas,AR,South Side School District,493.0,
3791,No,Regular local school district,512570,06/15/20,12/23/20,13,Arkansas,AR,South Side School District,493.0,
3792,No,Regular local school district,512570,06/15/20,12/28/20,8,Arkansas,AR,South Side School District,493.0,
3793,No,Regular local school district,512570,06/15/20,01/25/21,5,Arkansas,AR,South Side School District,493.0,
3794,No,Regular local school district,512570,06/15/20,01/28/21,9,Arkansas,AR,South Side School District,493.0,
3795,No,Regular local school district,512570,06/15/20,02/01/21,6,Arkansas,AR,South Side School District,493.0,
3796,No,Regular local school district,512570,06/15/20,02/04/21,5,Arkansas,AR,South Side School District,493.0,
3797,No,Regular local school district,512630,06/15/20,10/19/20,7,Arkansas,AR,Spring Hill School District,568.0,Not required
3798,No,Regular local school district,512630,06/15/20,11/05/20,6,Arkansas,AR,Spring Hill School District,568.0,Not required
3799,No,Regular local school district,512630,06/15/20,11/09/20,7,Arkansas,AR,Spring Hill School District,568.0,Not required
3800,No,Regular local school district,512630,06/15/20,12/14/20,5,Arkansas,AR,Spring Hill School District,568.0,Not required
3801,No,Regular local school district,512630,06/15/20,01/18/21,10,Arkansas,AR,Spring Hill School District,568.0,Not required
3802,No,Regular local school district,512630,06/15/20,01/21/21,11,Arkansas,AR,Spring Hill School District,568.0,Not required
3803,No,Regular local school district,512630,06/15/20,01/25/21,7,Arkansas,AR,Spring Hill School District,568.0,Not required
3804,No,Regular local school district,512630,06/15/20,02/15/21,5,Arkansas,AR,Spring Hill School District,568.0,Not required
3805,No,Regular local school district,512630,06/15/20,02/18/21,6,Arkansas,AR,Spring Hill School District,568.0,Not required
3806,No,Regular local school district,512660,06/15/20,10/19/20,50,Arkansas,AR,Springdale School District,21882.0,Required full school year
3807,No,Regular local school district,512660,06/15/20,10/22/20,62,Arkansas,AR,Springdale School District,21882.0,Required full school year
3808,No,Regular local school district,512660,06/15/20,10/26/20,49,Arkansas,AR,Springdale School District,21882.0,Required full school year
3809,No,Regular local school district,512660,06/15/20,11/02/20,55,Arkansas,AR,Springdale School District,21882.0,Required full school year
3810,No,Regular local school district,512660,06/15/20,11/05/20,72,Arkansas,AR,Springdale School District,21882.0,Required full school year
3811,No,Regular local school district,512660,06/15/20,11/09/20,88,Arkansas,AR,Springdale School District,21882.0,Required full school year
3812,No,Regular local school district,512660,06/15/20,11/16/20,138,Arkansas,AR,Springdale School District,21882.0,Required full school year
3813,No,Regular local school district,512660,06/15/20,11/19/20,160,Arkansas,AR,Springdale School District,21882.0,Required full school year
3814,No,Regular local school district,512660,06/15/20,11/23/20,131,Arkansas,AR,Springdale School District,21882.0,Required full school year
3815,No,Regular local school district,512660,06/15/20,11/25/20,134,Arkansas,AR,Springdale School District,21882.0,Required full school year
3816,No,Regular local school district,512660,06/15/20,11/30/20,84,Arkansas,AR,Springdale School District,21882.0,Required full school year
3817,No,Regular local school district,512660,06/15/20,12/02/20,99,Arkansas,AR,Springdale School District,21882.0,Required full school year
3818,No,Regular local school district,512660,06/15/20,12/07/20,103,Arkansas,AR,Springdale School District,21882.0,Required full school year
3819,No,Regular local school district,512660,06/15/20,12/10/20,160,Arkansas,AR,Springdale School District,21882.0,Required full school year
3820,No,Regular local school district,512660,06/15/20,12/14/20,168,Arkansas,AR,Springdale School District,21882.0,Required full school year
3821,No,Regular local school district,512660,06/15/20,12/17/20,187,Arkansas,AR,Springdale School District,21882.0,Required full school year
3822,No,Regular local school district,512660,06/15/20,12/21/20,148,Arkansas,AR,Springdale School District,21882.0,Required full school year
3823,No,Regular local school district,512660,06/15/20,12/23/20,123,Arkansas,AR,Springdale School District,21882.0,Required full school year
3824,No,Regular local school district,512660,06/15/20,12/28/20,90,Arkansas,AR,Springdale School District,21882.0,Required full school year
3825,No,Regular local school district,512660,06/15/20,12/31/20,77,Arkansas,AR,Springdale School District,21882.0,Required full school year
3826,No,Regular local school district,512660,06/15/20,01/04/21,80,Arkansas,AR,Springdale School District,21882.0,Required full school year
3827,No,Regular local school district,512660,06/15/20,01/07/21,154,Arkansas,AR,Springdale School District,21882.0,Required full school year
3828,No,Regular local school district,512660,06/15/20,01/11/21,182,Arkansas,AR,Springdale School District,21882.0,Required full school year
3829,No,Regular local school district,512660,06/15/20,01/14/21,193,Arkansas,AR,Springdale School District,21882.0,Required full school year
3830,No,Regular local school district,512660,06/15/20,01/18/21,168,Arkansas,AR,Springdale School District,21882.0,Required full school year
3831,No,Regular local school district,512660,06/15/20,01/21/21,157,Arkansas,AR,Springdale School District,21882.0,Required full school year
3832,No,Regular local school district,512660,06/15/20,01/25/21,116,Arkansas,AR,Springdale School District,21882.0,Required full school year
3833,No,Regular local school district,512660,06/15/20,01/28/21,137,Arkansas,AR,Springdale School District,21882.0,Required full school year
3834,No,Regular local school district,512660,06/15/20,02/01/21,132,Arkansas,AR,Springdale School District,21882.0,Required full school year
3835,No,Regular local school district,512660,06/15/20,02/04/21,113,Arkansas,AR,Springdale School District,21882.0,Required full school year
3836,No,Regular local school district,512660,06/15/20,02/08/21,89,Arkansas,AR,Springdale School District,21882.0,Required full school year
3837,No,Regular local school district,512660,06/15/20,02/11/21,68,Arkansas,AR,Springdale School District,21882.0,Required full school year
3838,No,Regular local school district,512660,06/15/20,02/15/21,41,Arkansas,AR,Springdale School District,21882.0,Required full school year
3839,No,Regular local school district,512660,06/15/20,02/18/21,28,Arkansas,AR,Springdale School District,21882.0,Required full school year
3840,No,Regular local school district,512660,06/15/20,02/22/21,25,Arkansas,AR,Springdale School District,21882.0,Required full school year
3841,No,Regular local school district,512660,06/15/20,02/25/21,25,Arkansas,AR,Springdale School District,21882.0,Required full school year
3842,No,Regular local school district,512660,06/15/20,03/01/21,20,Arkansas,AR,Springdale School District,21882.0,Required full school year
3843,No,Regular local school district,512660,06/15/20,03/04/21,25,Arkansas,AR,Springdale School District,21882.0,Required full school year
3844,No,Regular local school district,512660,06/15/20,03/08/21,19,Arkansas,AR,Springdale School District,21882.0,Required full school year
3845,No,Regular local school district,512660,06/15/20,03/11/21,27,Arkansas,AR,Springdale School District,21882.0,Required full school year
3846,No,Regular local school district,512660,06/15/20,03/15/21,23,Arkansas,AR,Springdale School District,21882.0,Required full school year
3847,No,Regular local school district,512660,06/15/20,03/18/21,19,Arkansas,AR,Springdale School District,21882.0,Required full school year
3848,No,Regular local school district,512660,06/15/20,03/22/21,14,Arkansas,AR,Springdale School District,21882.0,Required full school year
3849,No,Regular local school district,512660,06/15/20,03/25/21,13,Arkansas,AR,Springdale School District,21882.0,Required full school year
3850,No,Regular local school district,512660,06/15/20,04/05/21,11,Arkansas,AR,Springdale School District,21882.0,Required full school year
3851,No,Regular local school district,512660,06/15/20,04/08/21,8,Arkansas,AR,Springdale School District,21882.0,Required full school year
3852,No,Regular local school district,512660,06/15/20,04/12/21,13,Arkansas,AR,Springdale School District,21882.0,Required full school year
3853,No,Regular local school district,512660,06/15/20,04/15/21,10,Arkansas,AR,Springdale School District,21882.0,Required full school year
3854,No,Regular local school district,512660,06/15/20,04/19/21,15,Arkansas,AR,Springdale School District,21882.0,Required full school year
3855,No,Regular local school district,512660,06/15/20,04/22/21,15,Arkansas,AR,Springdale School District,21882.0,Required full school year
3856,No,Regular local school district,512660,06/15/20,04/26/21,14,Arkansas,AR,Springdale School District,21882.0,Required full school year
3857,No,Regular local school district,512660,06/15/20,04/29/21,24,Arkansas,AR,Springdale School District,21882.0,Required full school year
3858,No,Regular local school district,512660,06/15/20,05/03/21,28,Arkansas,AR,Springdale School District,21882.0,Required full school year
3859,No,Regular local school district,512660,06/15/20,05/06/21,27,Arkansas,AR,Springdale School District,21882.0,Required full school year
3860,No,Regular local school district,512660,06/15/20,05/10/21,13,Arkansas,AR,Springdale School District,21882.0,Required full school year
3861,No,Regular local school district,512660,06/15/20,05/17/21,7,Arkansas,AR,Springdale School District,21882.0,Required full school year
3862,No,Regular local school district,512660,06/15/20,05/20/21,6,Arkansas,AR,Springdale School District,21882.0,Required full school year
3863,No,Regular local school district,512660,06/15/20,05/27/21,11,Arkansas,AR,Springdale School District,21882.0,Required full school year
3864,No,Regular local school district,500028,06/15/20,10/22/20,5,Arkansas,AR,Star City School District,1376.0,
3865,No,Regular local school district,500028,06/15/20,10/26/20,5,Arkansas,AR,Star City School District,1376.0,
3866,No,Regular local school district,500028,06/15/20,11/23/20,5,Arkansas,AR,Star City School District,1376.0,
3867,No,Regular local school district,500028,06/15/20,11/25/20,6,Arkansas,AR,Star City School District,1376.0,
3868,No,Regular local school district,500028,06/15/20,11/30/20,7,Arkansas,AR,Star City School District,1376.0,
3869,No,Regular local school district,500028,06/15/20,12/02/20,20,Arkansas,AR,Star City School District,1376.0,
3870,No,Regular local school district,500028,06/15/20,12/07/20,27,Arkansas,AR,Star City School District,1376.0,
3871,No,Regular local school district,500028,06/15/20,12/10/20,34,Arkansas,AR,Star City School District,1376.0,
3872,No,Regular local school district,500028,06/15/20,12/14/20,28,Arkansas,AR,Star City School District,1376.0,
3873,No,Regular local school district,500028,06/15/20,12/17/20,20,Arkansas,AR,Star City School District,1376.0,
3874,No,Regular local school district,500028,06/15/20,12/21/20,17,Arkansas,AR,Star City School District,1376.0,
3875,No,Regular local school district,500028,06/15/20,12/23/20,13,Arkansas,AR,Star City School District,1376.0,
3876,No,Regular local school district,500028,06/15/20,12/28/20,11,Arkansas,AR,Star City School District,1376.0,
3877,No,Regular local school district,500028,06/15/20,12/31/20,6,Arkansas,AR,Star City School District,1376.0,
3878,No,Regular local school district,500028,06/15/20,01/04/21,6,Arkansas,AR,Star City School District,1376.0,
3879,No,Regular local school district,500028,06/15/20,01/07/21,9,Arkansas,AR,Star City School District,1376.0,
3880,No,Regular local school district,500028,06/15/20,01/11/21,9,Arkansas,AR,Star City School District,1376.0,
3881,No,Regular local school district,500028,06/15/20,01/14/21,7,Arkansas,AR,Star City School District,1376.0,
3882,No,Regular local school district,500028,06/15/20,01/28/21,7,Arkansas,AR,Star City School District,1376.0,
3883,No,Regular local school district,500028,06/15/20,02/01/21,11,Arkansas,AR,Star City School District,1376.0,
3884,No,Regular local school district,500028,06/15/20,02/04/21,12,Arkansas,AR,Star City School District,1376.0,
3885,No,Regular local school district,500028,06/15/20,02/08/21,13,Arkansas,AR,Star City School District,1376.0,
3886,No,Regular local school district,500028,06/15/20,02/11/21,14,Arkansas,AR,Star City School District,1376.0,
3887,No,Regular local school district,500028,06/15/20,02/15/21,11,Arkansas,AR,Star City School District,1376.0,
3888,No,Regular local school district,500028,06/15/20,02/18/21,6,Arkansas,AR,Star City School District,1376.0,
3889,No,Regular local school district,500028,06/15/20,04/08/21,5,Arkansas,AR,Star City School District,1376.0,
3890,No,Regular local school district,500028,06/15/20,04/12/21,5,Arkansas,AR,Star City School District,1376.0,
3891,No,Regular local school district,512930,06/15/20,02/11/21,5,Arkansas,AR,Strong-Huttig School District,294.0,Required full school year
3892,No,Regular local school district,512960,06/15/20,11/19/20,5,Arkansas,AR,Stuttgart School District,1565.0,
3893,No,Regular local school district,512960,06/15/20,11/23/20,5,Arkansas,AR,Stuttgart School District,1565.0,
3894,No,Regular local school district,512960,06/15/20,11/25/20,8,Arkansas,AR,Stuttgart School District,1565.0,
