,Charter,DistrictType,NCESDistrictID,TimePeriodStart,TimePeriodEnd,ActiveCasesCombined,StateName,StateAbbrev,DistrictName,EnrollmentTotal,StudentMaskPolicy
0,Yes,Charter agency,500059,06/15/20,11/05/20,6,Arkansas,AR,Academics Plus Charter School,1645.0,
1,Yes,Charter agency,500059,06/15/20,11/09/20,9,Arkansas,AR,Academics Plus Charter School,1645.0,
2,Yes,Charter agency,500059,06/15/20,11/16/20,10,Arkansas,AR,Academics Plus Charter School,1645.0,
3,Yes,Charter agency,500059,06/15/20,11/19/20,6,Arkansas,AR,Academics Plus Charter School,1645.0,
4,Yes,Charter agency,500059,06/15/20,11/23/20,5,Arkansas,AR,Academics Plus Charter School,1645.0,
5,Yes,Charter agency,500059,06/15/20,12/02/20,6,Arkansas,AR,Academics Plus Charter School,1645.0,
6,Yes,Charter agency,500059,06/15/20,12/07/20,13,Arkansas,AR,Academics Plus Charter School,1645.0,
7,Yes,Charter agency,500059,06/15/20,12/10/20,11,Arkansas,AR,Academics Plus Charter School,1645.0,
8,Yes,Charter agency,500059,06/15/20,12/14/20,9,Arkansas,AR,Academics Plus Charter School,1645.0,
9,Yes,Charter agency,500059,06/15/20,12/17/20,9,Arkansas,AR,Academics Plus Charter School,1645.0,
10,Yes,Charter agency,500059,06/15/20,12/21/20,7,Arkansas,AR,Academics Plus Charter School,1645.0,
11,Yes,Charter agency,500059,06/15/20,12/23/20,6,Arkansas,AR,Academics Plus Charter School,1645.0,
12,Yes,Charter agency,500059,06/15/20,12/28/20,7,Arkansas,AR,Academics Plus Charter School,1645.0,
13,Yes,Charter agency,500059,06/15/20,12/31/20,6,Arkansas,AR,Academics Plus Charter School,1645.0,
14,Yes,Charter agency,500059,06/15/20,01/04/21,6,Arkansas,AR,Academics Plus Charter School,1645.0,
15,Yes,Charter agency,500059,06/15/20,01/14/21,5,Arkansas,AR,Academics Plus Charter School,1645.0,
16,Yes,Charter agency,500059,06/15/20,01/21/21,6,Arkansas,AR,Academics Plus Charter School,1645.0,
17,Yes,Charter agency,500059,06/15/20,01/25/21,5,Arkansas,AR,Academics Plus Charter School,1645.0,
18,Yes,Charter agency,500059,06/15/20,01/28/21,5,Arkansas,AR,Academics Plus Charter School,1645.0,
19,No,Regular local school district,502250,06/15/20,10/19/20,9,Arkansas,AR,Alma School District,3250.0,
20,No,Regular local school district,502250,06/15/20,10/22/20,9,Arkansas,AR,Alma School District,3250.0,
21,No,Regular local school district,502250,06/15/20,10/26/20,5,Arkansas,AR,Alma School District,3250.0,
22,No,Regular local school district,502250,06/15/20,10/29/20,7,Arkansas,AR,Alma School District,3250.0,
23,No,Regular local school district,502250,06/15/20,11/02/20,6,Arkansas,AR,Alma School District,3250.0,
24,No,Regular local school district,502250,06/15/20,11/05/20,9,Arkansas,AR,Alma School District,3250.0,
25,No,Regular local school district,502250,06/15/20,11/09/20,9,Arkansas,AR,Alma School District,3250.0,
26,No,Regular local school district,502250,06/15/20,11/16/20,10,Arkansas,AR,Alma School District,3250.0,
27,No,Regular local school district,502250,06/15/20,11/19/20,17,Arkansas,AR,Alma School District,3250.0,
28,No,Regular local school district,502250,06/15/20,11/23/20,13,Arkansas,AR,Alma School District,3250.0,
29,No,Regular local school district,502250,06/15/20,11/25/20,17,Arkansas,AR,Alma School District,3250.0,
30,No,Regular local school district,502250,06/15/20,11/30/20,21,Arkansas,AR,Alma School District,3250.0,
31,No,Regular local school district,502250,06/15/20,12/02/20,21,Arkansas,AR,Alma School District,3250.0,
32,No,Regular local school district,502250,06/15/20,12/07/20,12,Arkansas,AR,Alma School District,3250.0,
33,No,Regular local school district,502250,06/15/20,12/10/20,19,Arkansas,AR,Alma School District,3250.0,
34,No,Regular local school district,502250,06/15/20,12/14/20,13,Arkansas,AR,Alma School District,3250.0,
35,No,Regular local school district,502250,06/15/20,12/17/20,15,Arkansas,AR,Alma School District,3250.0,
36,No,Regular local school district,502250,06/15/20,12/21/20,9,Arkansas,AR,Alma School District,3250.0,
37,No,Regular local school district,502250,06/15/20,12/23/20,11,Arkansas,AR,Alma School District,3250.0,
38,No,Regular local school district,502250,06/15/20,12/28/20,5,Arkansas,AR,Alma School District,3250.0,
39,No,Regular local school district,502250,06/15/20,12/31/20,10,Arkansas,AR,Alma School District,3250.0,
40,No,Regular local school district,502250,06/15/20,01/04/21,10,Arkansas,AR,Alma School District,3250.0,
41,No,Regular local school district,502250,06/15/20,01/07/21,13,Arkansas,AR,Alma School District,3250.0,
42,No,Regular local school district,502250,06/15/20,01/11/21,17,Arkansas,AR,Alma School District,3250.0,
43,No,Regular local school district,502250,06/15/20,01/14/21,23,Arkansas,AR,Alma School District,3250.0,
44,No,Regular local school district,502250,06/15/20,01/18/21,26,Arkansas,AR,Alma School District,3250.0,
45,No,Regular local school district,502250,06/15/20,01/21/21,28,Arkansas,AR,Alma School District,3250.0,
46,No,Regular local school district,502250,06/15/20,01/25/21,18,Arkansas,AR,Alma School District,3250.0,
47,No,Regular local school district,502250,06/15/20,01/28/21,22,Arkansas,AR,Alma School District,3250.0,
48,No,Regular local school district,502250,06/15/20,02/01/21,22,Arkansas,AR,Alma School District,3250.0,
49,No,Regular local school district,502250,06/15/20,02/04/21,25,Arkansas,AR,Alma School District,3250.0,
50,No,Regular local school district,502250,06/15/20,02/08/21,29,Arkansas,AR,Alma School District,3250.0,
51,No,Regular local school district,502250,06/15/20,02/11/21,20,Arkansas,AR,Alma School District,3250.0,
52,No,Regular local school district,502250,06/15/20,02/15/21,10,Arkansas,AR,Alma School District,3250.0,
53,No,Regular local school district,502250,06/15/20,02/18/21,6,Arkansas,AR,Alma School District,3250.0,
54,No,Regular local school district,502280,06/15/20,12/02/20,6,Arkansas,AR,Alpena School District,473.0,
55,No,Regular local school district,502280,06/15/20,12/07/20,7,Arkansas,AR,Alpena School District,473.0,
56,No,Regular local school district,502280,06/15/20,01/25/21,6,Arkansas,AR,Alpena School District,473.0,
57,No,Regular local school district,502430,06/15/20,11/02/20,6,Arkansas,AR,Arkadelphia School District,1786.0,Not required
58,No,Regular local school district,502430,06/15/20,11/09/20,5,Arkansas,AR,Arkadelphia School District,1786.0,Not required
59,No,Regular local school district,502430,06/15/20,12/07/20,12,Arkansas,AR,Arkadelphia School District,1786.0,Not required
60,No,Regular local school district,502430,06/15/20,12/10/20,20,Arkansas,AR,Arkadelphia School District,1786.0,Not required
61,No,Regular local school district,502430,06/15/20,12/14/20,17,Arkansas,AR,Arkadelphia School District,1786.0,Not required
62,No,Regular local school district,502430,06/15/20,12/17/20,16,Arkansas,AR,Arkadelphia School District,1786.0,Not required
63,No,Regular local school district,502430,06/15/20,12/21/20,20,Arkansas,AR,Arkadelphia School District,1786.0,Not required
64,No,Regular local school district,502430,06/15/20,12/23/20,19,Arkansas,AR,Arkadelphia School District,1786.0,Not required
65,No,Regular local school district,502430,06/15/20,12/28/20,11,Arkansas,AR,Arkadelphia School District,1786.0,Not required
66,No,Regular local school district,502430,06/15/20,12/31/20,8,Arkansas,AR,Arkadelphia School District,1786.0,Not required
67,No,Regular local school district,502430,06/15/20,01/11/21,10,Arkansas,AR,Arkadelphia School District,1786.0,Not required
68,No,Regular local school district,502430,06/15/20,01/14/21,18,Arkansas,AR,Arkadelphia School District,1786.0,Not required
69,No,Regular local school district,502430,06/15/20,01/18/21,18,Arkansas,AR,Arkadelphia School District,1786.0,Not required
70,No,Regular local school district,502430,06/15/20,01/21/21,17,Arkansas,AR,Arkadelphia School District,1786.0,Not required
71,No,Regular local school district,502430,06/15/20,01/25/21,12,Arkansas,AR,Arkadelphia School District,1786.0,Not required
72,No,Regular local school district,502430,06/15/20,01/28/21,6,Arkansas,AR,Arkadelphia School District,1786.0,Not required
73,No,Regular local school district,502430,06/15/20,02/01/21,8,Arkansas,AR,Arkadelphia School District,1786.0,Not required
74,No,Regular local school district,502430,06/15/20,02/04/21,15,Arkansas,AR,Arkadelphia School District,1786.0,Not required
75,No,Regular local school district,502430,06/15/20,02/08/21,12,Arkansas,AR,Arkadelphia School District,1786.0,Not required
76,No,Regular local school district,502430,06/15/20,02/11/21,6,Arkansas,AR,Arkadelphia School District,1786.0,Not required
77,No,Regular local school district,502550,06/15/20,11/05/20,12,Arkansas,AR,Armorel School District,406.0,Required full school year
78,No,Regular local school district,502550,06/15/20,11/09/20,13,Arkansas,AR,Armorel School District,406.0,Required full school year
79,No,Regular local school district,502550,06/15/20,11/16/20,12,Arkansas,AR,Armorel School District,406.0,Required full school year
80,No,Regular local school district,502550,06/15/20,11/19/20,6,Arkansas,AR,Armorel School District,406.0,Required full school year
81,No,Regular local school district,502550,06/15/20,12/02/20,5,Arkansas,AR,Armorel School District,406.0,Required full school year
82,No,Regular local school district,502580,06/15/20,11/02/20,5,Arkansas,AR,Ashdown School District,1348.0,
83,No,Regular local school district,502580,06/15/20,11/05/20,5,Arkansas,AR,Ashdown School District,1348.0,
84,No,Regular local school district,502580,06/15/20,11/09/20,5,Arkansas,AR,Ashdown School District,1348.0,
85,No,Regular local school district,502580,06/15/20,11/16/20,12,Arkansas,AR,Ashdown School District,1348.0,
86,No,Regular local school district,502580,06/15/20,11/19/20,13,Arkansas,AR,Ashdown School District,1348.0,
87,No,Regular local school district,502580,06/15/20,11/23/20,10,Arkansas,AR,Ashdown School District,1348.0,
88,No,Regular local school district,502580,06/15/20,11/25/20,7,Arkansas,AR,Ashdown School District,1348.0,
89,No,Regular local school district,502580,06/15/20,12/31/20,7,Arkansas,AR,Ashdown School District,1348.0,
90,No,Regular local school district,502580,06/15/20,01/04/21,7,Arkansas,AR,Ashdown School District,1348.0,
91,No,Regular local school district,502580,06/15/20,01/07/21,12,Arkansas,AR,Ashdown School District,1348.0,
92,No,Regular local school district,502580,06/15/20,01/11/21,5,Arkansas,AR,Ashdown School District,1348.0,
93,No,Regular local school district,502580,06/15/20,01/14/21,8,Arkansas,AR,Ashdown School District,1348.0,
94,No,Regular local school district,502580,06/15/20,01/18/21,7,Arkansas,AR,Ashdown School District,1348.0,
95,No,Regular local school district,502580,06/15/20,01/21/21,12,Arkansas,AR,Ashdown School District,1348.0,
96,No,Regular local school district,502580,06/15/20,01/25/21,15,Arkansas,AR,Ashdown School District,1348.0,
97,No,Regular local school district,502580,06/15/20,01/28/21,8,Arkansas,AR,Ashdown School District,1348.0,
98,No,Regular local school district,502580,06/15/20,02/01/21,6,Arkansas,AR,Ashdown School District,1348.0,
99,No,Regular local school district,502580,06/15/20,02/04/21,8,Arkansas,AR,Ashdown School District,1348.0,
100,No,Regular local school district,502580,06/15/20,02/08/21,7,Arkansas,AR,Ashdown School District,1348.0,
101,No,Regular local school district,502580,06/15/20,02/11/21,6,Arkansas,AR,Ashdown School District,1348.0,
102,No,Regular local school district,502610,06/15/20,11/16/20,5,Arkansas,AR,Atkins School District,931.0,
103,No,Regular local school district,502610,06/15/20,11/19/20,8,Arkansas,AR,Atkins School District,931.0,
104,No,Regular local school district,502610,06/15/20,11/30/20,6,Arkansas,AR,Atkins School District,931.0,
105,No,Regular local school district,502610,06/15/20,12/02/20,8,Arkansas,AR,Atkins School District,931.0,
106,No,Regular local school district,502610,06/15/20,12/07/20,6,Arkansas,AR,Atkins School District,931.0,
107,No,Regular local school district,502610,06/15/20,01/07/21,7,Arkansas,AR,Atkins School District,931.0,
108,No,Regular local school district,502610,06/15/20,01/11/21,8,Arkansas,AR,Atkins School District,931.0,
109,No,Regular local school district,502610,06/15/20,01/14/21,5,Arkansas,AR,Atkins School District,931.0,
110,No,Regular local school district,502610,06/15/20,01/18/21,5,Arkansas,AR,Atkins School District,931.0,
111,No,Regular local school district,502610,06/15/20,01/21/21,7,Arkansas,AR,Atkins School District,931.0,
112,No,Regular local school district,502610,06/15/20,01/25/21,6,Arkansas,AR,Atkins School District,931.0,
113,No,Regular local school district,502610,06/15/20,01/28/21,5,Arkansas,AR,Atkins School District,931.0,
114,No,Regular local school district,502670,06/15/20,12/14/20,7,Arkansas,AR,Augusta School District,330.0,
115,No,Regular local school district,502670,06/15/20,12/17/20,5,Arkansas,AR,Augusta School District,330.0,
116,No,Regular local school district,502670,06/15/20,12/21/20,5,Arkansas,AR,Augusta School District,330.0,
117,No,Regular local school district,502670,06/15/20,01/14/21,5,Arkansas,AR,Augusta School District,330.0,
118,No,Regular local school district,502670,06/15/20,01/18/21,5,Arkansas,AR,Augusta School District,330.0,
119,No,Regular local school district,502670,06/15/20,01/21/21,7,Arkansas,AR,Augusta School District,330.0,
120,No,Regular local school district,502670,06/15/20,01/25/21,5,Arkansas,AR,Augusta School District,330.0,
121,No,Regular local school district,502670,06/15/20,02/01/21,5,Arkansas,AR,Augusta School District,330.0,
122,No,Regular local school district,502700,06/15/20,11/02/20,5,Arkansas,AR,Bald Knob School District,1151.0,
123,No,Regular local school district,502700,06/15/20,11/09/20,8,Arkansas,AR,Bald Knob School District,1151.0,
124,No,Regular local school district,502700,06/15/20,11/16/20,13,Arkansas,AR,Bald Knob School District,1151.0,
125,No,Regular local school district,502700,06/15/20,11/19/20,7,Arkansas,AR,Bald Knob School District,1151.0,
126,No,Regular local school district,502700,06/15/20,11/23/20,6,Arkansas,AR,Bald Knob School District,1151.0,
127,No,Regular local school district,502700,06/15/20,11/25/20,7,Arkansas,AR,Bald Knob School District,1151.0,
128,No,Regular local school district,502700,06/15/20,11/30/20,6,Arkansas,AR,Bald Knob School District,1151.0,
129,No,Regular local school district,502700,06/15/20,12/02/20,6,Arkansas,AR,Bald Knob School District,1151.0,
130,No,Regular local school district,502700,06/15/20,12/10/20,6,Arkansas,AR,Bald Knob School District,1151.0,
131,No,Regular local school district,502700,06/15/20,12/14/20,9,Arkansas,AR,Bald Knob School District,1151.0,
132,No,Regular local school district,502700,06/15/20,12/17/20,20,Arkansas,AR,Bald Knob School District,1151.0,
133,No,Regular local school district,502700,06/15/20,12/21/20,34,Arkansas,AR,Bald Knob School District,1151.0,
134,No,Regular local school district,502700,06/15/20,12/23/20,33,Arkansas,AR,Bald Knob School District,1151.0,
135,No,Regular local school district,502700,06/15/20,12/28/20,31,Arkansas,AR,Bald Knob School District,1151.0,
136,No,Regular local school district,502700,06/15/20,12/31/20,25,Arkansas,AR,Bald Knob School District,1151.0,
137,No,Regular local school district,502700,06/15/20,01/04/21,16,Arkansas,AR,Bald Knob School District,1151.0,
138,No,Regular local school district,502700,06/15/20,01/07/21,13,Arkansas,AR,Bald Knob School District,1151.0,
139,No,Regular local school district,502700,06/15/20,01/11/21,9,Arkansas,AR,Bald Knob School District,1151.0,
140,No,Regular local school district,502700,06/15/20,01/14/21,8,Arkansas,AR,Bald Knob School District,1151.0,
141,No,Regular local school district,502700,06/15/20,01/18/21,6,Arkansas,AR,Bald Knob School District,1151.0,
142,No,Regular local school district,502700,06/15/20,01/21/21,6,Arkansas,AR,Bald Knob School District,1151.0,
143,No,Regular local school district,502700,06/15/20,01/28/21,5,Arkansas,AR,Bald Knob School District,1151.0,
144,No,Regular local school district,502700,06/15/20,02/01/21,7,Arkansas,AR,Bald Knob School District,1151.0,
145,No,Regular local school district,502700,06/15/20,02/04/21,10,Arkansas,AR,Bald Knob School District,1151.0,
146,No,Regular local school district,502700,06/15/20,02/08/21,7,Arkansas,AR,Bald Knob School District,1151.0,
147,No,Regular local school district,502730,06/15/20,10/19/20,5,Arkansas,AR,Barton-Lexa School District,696.0,
148,No,Regular local school district,502730,06/15/20,11/30/20,5,Arkansas,AR,Barton-Lexa School District,696.0,
149,No,Regular local school district,502730,06/15/20,12/21/20,5,Arkansas,AR,Barton-Lexa School District,696.0,
150,No,Regular local school district,502730,06/15/20,12/23/20,5,Arkansas,AR,Barton-Lexa School District,696.0,
151,No,Regular local school district,502730,06/15/20,01/14/21,6,Arkansas,AR,Barton-Lexa School District,696.0,
152,No,Regular local school district,502730,06/15/20,01/18/21,5,Arkansas,AR,Barton-Lexa School District,696.0,
153,No,Regular local school district,502730,06/15/20,02/08/21,6,Arkansas,AR,Barton-Lexa School District,696.0,
154,No,Regular local school district,502730,06/15/20,02/11/21,8,Arkansas,AR,Barton-Lexa School District,696.0,
155,No,Regular local school district,502730,06/15/20,02/15/21,5,Arkansas,AR,Barton-Lexa School District,696.0,
156,No,Regular local school district,500019,06/15/20,11/02/20,6,Arkansas,AR,Batesville School District,3059.0,
157,No,Regular local school district,500019,06/15/20,11/05/20,5,Arkansas,AR,Batesville School District,3059.0,
158,No,Regular local school district,500019,06/15/20,11/16/20,14,Arkansas,AR,Batesville School District,3059.0,
159,No,Regular local school district,500019,06/15/20,11/19/20,12,Arkansas,AR,Batesville School District,3059.0,
160,No,Regular local school district,500019,06/15/20,11/23/20,8,Arkansas,AR,Batesville School District,3059.0,
161,No,Regular local school district,500019,06/15/20,11/25/20,6,Arkansas,AR,Batesville School District,3059.0,
162,No,Regular local school district,500019,06/15/20,12/02/20,15,Arkansas,AR,Batesville School District,3059.0,
163,No,Regular local school district,500019,06/15/20,12/07/20,12,Arkansas,AR,Batesville School District,3059.0,
164,No,Regular local school district,500019,06/15/20,12/10/20,8,Arkansas,AR,Batesville School District,3059.0,
165,No,Regular local school district,500019,06/15/20,12/14/20,10,Arkansas,AR,Batesville School District,3059.0,
166,No,Regular local school district,500019,06/15/20,12/17/20,12,Arkansas,AR,Batesville School District,3059.0,
167,No,Regular local school district,500019,06/15/20,12/21/20,10,Arkansas,AR,Batesville School District,3059.0,
168,No,Regular local school district,500019,06/15/20,12/23/20,12,Arkansas,AR,Batesville School District,3059.0,
169,No,Regular local school district,500019,06/15/20,12/28/20,7,Arkansas,AR,Batesville School District,3059.0,
170,No,Regular local school district,500019,06/15/20,12/31/20,5,Arkansas,AR,Batesville School District,3059.0,
171,No,Regular local school district,500019,06/15/20,01/04/21,6,Arkansas,AR,Batesville School District,3059.0,
172,No,Regular local school district,500019,06/15/20,01/07/21,17,Arkansas,AR,Batesville School District,3059.0,
173,No,Regular local school district,500019,06/15/20,01/11/21,14,Arkansas,AR,Batesville School District,3059.0,
174,No,Regular local school district,500019,06/15/20,01/14/21,14,Arkansas,AR,Batesville School District,3059.0,
175,No,Regular local school district,500019,06/15/20,01/18/21,12,Arkansas,AR,Batesville School District,3059.0,
176,No,Regular local school district,500019,06/15/20,01/21/21,15,Arkansas,AR,Batesville School District,3059.0,
177,No,Regular local school district,500019,06/15/20,01/25/21,10,Arkansas,AR,Batesville School District,3059.0,
178,No,Regular local school district,500019,06/15/20,01/28/21,10,Arkansas,AR,Batesville School District,3059.0,
179,No,Regular local school district,500019,06/15/20,02/01/21,9,Arkansas,AR,Batesville School District,3059.0,
180,No,Regular local school district,500019,06/15/20,02/04/21,11,Arkansas,AR,Batesville School District,3059.0,
181,No,Regular local school district,500019,06/15/20,02/08/21,8,Arkansas,AR,Batesville School District,3059.0,
182,No,Regular local school district,500019,06/15/20,02/11/21,6,Arkansas,AR,Batesville School District,3059.0,
183,No,Regular local school district,502790,06/15/20,11/16/20,5,Arkansas,AR,Bauxite School District,1594.0,
184,No,Regular local school district,502790,06/15/20,11/23/20,5,Arkansas,AR,Bauxite School District,1594.0,
185,No,Regular local school district,502790,06/15/20,11/25/20,7,Arkansas,AR,Bauxite School District,1594.0,
186,No,Regular local school district,502790,06/15/20,12/02/20,10,Arkansas,AR,Bauxite School District,1594.0,
187,No,Regular local school district,502790,06/15/20,12/07/20,12,Arkansas,AR,Bauxite School District,1594.0,
188,No,Regular local school district,502790,06/15/20,12/10/20,17,Arkansas,AR,Bauxite School District,1594.0,
189,No,Regular local school district,502790,06/15/20,12/14/20,12,Arkansas,AR,Bauxite School District,1594.0,
190,No,Regular local school district,502790,06/15/20,12/17/20,9,Arkansas,AR,Bauxite School District,1594.0,
191,No,Regular local school district,502790,06/15/20,12/31/20,6,Arkansas,AR,Bauxite School District,1594.0,
192,No,Regular local school district,502790,06/15/20,01/04/21,6,Arkansas,AR,Bauxite School District,1594.0,
193,No,Regular local school district,502790,06/15/20,01/07/21,27,Arkansas,AR,Bauxite School District,1594.0,
194,No,Regular local school district,502790,06/15/20,01/11/21,24,Arkansas,AR,Bauxite School District,1594.0,
195,No,Regular local school district,502790,06/15/20,01/14/21,17,Arkansas,AR,Bauxite School District,1594.0,
196,No,Regular local school district,502790,06/15/20,01/18/21,16,Arkansas,AR,Bauxite School District,1594.0,
197,No,Regular local school district,502790,06/15/20,01/21/21,16,Arkansas,AR,Bauxite School District,1594.0,
198,No,Regular local school district,502790,06/15/20,01/25/21,11,Arkansas,AR,Bauxite School District,1594.0,
199,No,Regular local school district,502790,06/15/20,01/28/21,11,Arkansas,AR,Bauxite School District,1594.0,
200,No,Regular local school district,502790,06/15/20,02/01/21,10,Arkansas,AR,Bauxite School District,1594.0,
201,No,Regular local school district,502790,06/15/20,02/04/21,21,Arkansas,AR,Bauxite School District,1594.0,
202,No,Regular local school district,502790,06/15/20,02/08/21,25,Arkansas,AR,Bauxite School District,1594.0,
203,No,Regular local school district,502790,06/15/20,02/11/21,27,Arkansas,AR,Bauxite School District,1594.0,
204,No,Regular local school district,502790,06/15/20,02/15/21,16,Arkansas,AR,Bauxite School District,1594.0,
205,No,Regular local school district,502790,06/15/20,02/18/21,12,Arkansas,AR,Bauxite School District,1594.0,
206,No,Regular local school district,502790,06/15/20,02/22/21,5,Arkansas,AR,Bauxite School District,1594.0,
207,No,Regular local school district,502790,06/15/20,02/25/21,5,Arkansas,AR,Bauxite School District,1594.0,
208,No,Regular local school district,502820,06/15/20,11/05/20,7,Arkansas,AR,Bay School District,592.0,
209,No,Regular local school district,502820,06/15/20,11/09/20,6,Arkansas,AR,Bay School District,592.0,
210,No,Regular local school district,502820,06/15/20,11/16/20,11,Arkansas,AR,Bay School District,592.0,
211,No,Regular local school district,502820,06/15/20,11/19/20,8,Arkansas,AR,Bay School District,592.0,
212,No,Regular local school district,502820,06/15/20,12/07/20,5,Arkansas,AR,Bay School District,592.0,
213,No,Regular local school district,502820,06/15/20,12/10/20,7,Arkansas,AR,Bay School District,592.0,
214,No,Regular local school district,502820,06/15/20,12/14/20,10,Arkansas,AR,Bay School District,592.0,
215,No,Regular local school district,502820,06/15/20,12/17/20,20,Arkansas,AR,Bay School District,592.0,
216,No,Regular local school district,502820,06/15/20,12/21/20,27,Arkansas,AR,Bay School District,592.0,
217,No,Regular local school district,502820,06/15/20,12/23/20,27,Arkansas,AR,Bay School District,592.0,
218,No,Regular local school district,502820,06/15/20,12/28/20,10,Arkansas,AR,Bay School District,592.0,
219,No,Regular local school district,500032,06/15/20,12/21/20,18,Arkansas,AR,Bearden School District,488.0,
220,No,Regular local school district,500032,06/15/20,12/23/20,21,Arkansas,AR,Bearden School District,488.0,
221,No,Regular local school district,500032,06/15/20,12/28/20,21,Arkansas,AR,Bearden School District,488.0,
222,No,Regular local school district,500032,06/15/20,12/31/20,6,Arkansas,AR,Bearden School District,488.0,
223,No,Regular local school district,500032,06/15/20,01/04/21,6,Arkansas,AR,Bearden School District,488.0,
224,No,Regular local school district,500032,06/15/20,01/28/21,6,Arkansas,AR,Bearden School District,488.0,
225,No,Regular local school district,500032,06/15/20,02/01/21,6,Arkansas,AR,Bearden School District,488.0,
226,No,Regular local school district,500032,06/15/20,02/11/21,6,Arkansas,AR,Bearden School District,488.0,
227,No,Regular local school district,502880,06/15/20,10/26/20,6,Arkansas,AR,Beebe School District,3180.0,
228,No,Regular local school district,502880,06/15/20,10/29/20,5,Arkansas,AR,Beebe School District,3180.0,
229,No,Regular local school district,502880,06/15/20,11/16/20,21,Arkansas,AR,Beebe School District,3180.0,
230,No,Regular local school district,502880,06/15/20,11/19/20,28,Arkansas,AR,Beebe School District,3180.0,
231,No,Regular local school district,502880,06/15/20,11/23/20,26,Arkansas,AR,Beebe School District,3180.0,
232,No,Regular local school district,502880,06/15/20,11/25/20,22,Arkansas,AR,Beebe School District,3180.0,
233,No,Regular local school district,502880,06/15/20,11/30/20,9,Arkansas,AR,Beebe School District,3180.0,
234,No,Regular local school district,502880,06/15/20,12/02/20,7,Arkansas,AR,Beebe School District,3180.0,
235,No,Regular local school district,502880,06/15/20,12/10/20,8,Arkansas,AR,Beebe School District,3180.0,
236,No,Regular local school district,502880,06/15/20,12/14/20,8,Arkansas,AR,Beebe School District,3180.0,
237,No,Regular local school district,502880,06/15/20,12/17/20,15,Arkansas,AR,Beebe School District,3180.0,
238,No,Regular local school district,502880,06/15/20,12/21/20,14,Arkansas,AR,Beebe School District,3180.0,
239,No,Regular local school district,502880,06/15/20,12/23/20,14,Arkansas,AR,Beebe School District,3180.0,
240,No,Regular local school district,502880,06/15/20,12/28/20,10,Arkansas,AR,Beebe School District,3180.0,
241,No,Regular local school district,502880,06/15/20,12/31/20,8,Arkansas,AR,Beebe School District,3180.0,
242,No,Regular local school district,502880,06/15/20,01/04/21,11,Arkansas,AR,Beebe School District,3180.0,
243,No,Regular local school district,502880,06/15/20,01/07/21,15,Arkansas,AR,Beebe School District,3180.0,
244,No,Regular local school district,502880,06/15/20,01/11/21,20,Arkansas,AR,Beebe School District,3180.0,
245,No,Regular local school district,502880,06/15/20,01/14/21,18,Arkansas,AR,Beebe School District,3180.0,
246,No,Regular local school district,502880,06/15/20,01/18/21,14,Arkansas,AR,Beebe School District,3180.0,
247,No,Regular local school district,502880,06/15/20,01/21/21,6,Arkansas,AR,Beebe School District,3180.0,
248,No,Regular local school district,502880,06/15/20,01/25/21,9,Arkansas,AR,Beebe School District,3180.0,
249,No,Regular local school district,502880,06/15/20,01/28/21,10,Arkansas,AR,Beebe School District,3180.0,
250,No,Regular local school district,502880,06/15/20,02/01/21,12,Arkansas,AR,Beebe School District,3180.0,
251,No,Regular local school district,502880,06/15/20,02/04/21,10,Arkansas,AR,Beebe School District,3180.0,
252,No,Regular local school district,502880,06/15/20,02/08/21,9,Arkansas,AR,Beebe School District,3180.0,
253,No,Regular local school district,502880,06/15/20,02/11/21,5,Arkansas,AR,Beebe School District,3180.0,
254,No,Regular local school district,502880,06/15/20,02/15/21,6,Arkansas,AR,Beebe School District,3180.0,
255,No,Regular local school district,502880,06/15/20,05/27/21,6,Arkansas,AR,Beebe School District,3180.0,
256,No,Regular local school district,502960,06/15/20,10/19/20,7,Arkansas,AR,Benton School District,5422.0,Not required
257,No,Regular local school district,502960,06/15/20,10/22/20,7,Arkansas,AR,Benton School District,5422.0,Not required
258,No,Regular local school district,502960,06/15/20,10/26/20,7,Arkansas,AR,Benton School District,5422.0,Not required
259,No,Regular local school district,502960,06/15/20,10/29/20,8,Arkansas,AR,Benton School District,5422.0,Not required
260,No,Regular local school district,502960,06/15/20,11/09/20,5,Arkansas,AR,Benton School District,5422.0,Not required
261,No,Regular local school district,502960,06/15/20,11/16/20,37,Arkansas,AR,Benton School District,5422.0,Not required
262,No,Regular local school district,502960,06/15/20,11/19/20,60,Arkansas,AR,Benton School District,5422.0,Not required
263,No,Regular local school district,502960,06/15/20,11/23/20,53,Arkansas,AR,Benton School District,5422.0,Not required
264,No,Regular local school district,502960,06/15/20,11/25/20,54,Arkansas,AR,Benton School District,5422.0,Not required
265,No,Regular local school district,502960,06/15/20,11/30/20,32,Arkansas,AR,Benton School District,5422.0,Not required
266,No,Regular local school district,502960,06/15/20,12/02/20,37,Arkansas,AR,Benton School District,5422.0,Not required
267,No,Regular local school district,502960,06/15/20,12/07/20,32,Arkansas,AR,Benton School District,5422.0,Not required
268,No,Regular local school district,502960,06/15/20,12/10/20,32,Arkansas,AR,Benton School District,5422.0,Not required
269,No,Regular local school district,502960,06/15/20,12/14/20,34,Arkansas,AR,Benton School District,5422.0,Not required
270,No,Regular local school district,502960,06/15/20,12/17/20,35,Arkansas,AR,Benton School District,5422.0,Not required
271,No,Regular local school district,502960,06/15/20,12/21/20,45,Arkansas,AR,Benton School District,5422.0,Not required
